===== PARAMETERS =====
Total rows : 1813
Reference system: Sol
Area of search : 250 ly
Gas types Class I gas giant +Class II gas giant +Class III gas giant +Class IV gas giant +Class V gas giant +Gas giant with ammonia-based life +Gas giant with water-based life +Hellium-rich gas giant
Ref star types : M (Red giant) Star + M (Red dwarf) Star + M (Red super giant) Star + T Tauri Star
==========
System name,Distance from Sol (ly),System stars count,System suitable stars count,Gas Body Name,Gas Body Surface Temperature (K),Gas Sub Type,Gas distance from arrival (ls),Gas has multiple stars ?,Gas star as orbit center ?,Gas orbit centers count,Gas orbital eccentricity,Gas semi major axis (ls),Gas semi minor axis (ls),Ref Star Name,Ref Star Sub Type,Ref Star Temp Class,Ref Star Distance from arrival (ls),Ref Star Radius,Ref Star Luminosity,Ref Star Age,Ref Star Temperature,Biggest Suitable Star Radius,Cold Stars Count,Coldest star temp,Cold Stars Luminosities,Has T Tauri Star ?,8th Moon Name,8th Moon Distance from arrival (ls),8th Moon Sub Type,8th Moon Surface Temperature (K),8th Moon Radius
HR 6999,156.44,4,1,HR 6999 ABCD 10,239,Class II gas giant,4935.4741,true,false,2,0.1673,2.195622,2.16467698054644,HR 6999 D,M (Red dwarf) Star,8,43.9501,0.4995,Va,3184,2477,0.4995,1,2477,-Va-,false,HR 6999 ABCD 10 h,4941.6353,Rocky body,239,758.3754
Hyades Sector KR-M b7-1,196.54,1,1,Hyades Sector KR-M b7-1 6,238,Class II gas giant,1423.1996,false,true,1,0.0027,1419.968628,1419.963452204918,Hyades Sector KR-M b7-1,M (Red dwarf) Star,4,0,0.586,Va,4222,3216,0.586,0,,-,false,Hyades Sector KR-M b7-1 6 f,1415.3053,Icy body,120,1296.6434
Ramito,156.76,1,1,Ramito 3,238,Class II gas giant,2407.8718,false,true,1,0.0175,2384.2458899999997,2383.880774391789,Ramito,M (Red dwarf) Star,2,0,0.6584,Va,6582,3580,0.6584,0,,-,false,Ramito 3 g,2385.834,Icy body,60,2084.2812
Bukua,149.80,2,1,Bukua A 1,238,Class II gas giant,1095.4795,false,true,2,0.001,1094.617368,1094.616820691179,Bukua B,M (Red dwarf) Star,7,21590.7285,0.3947,Va,2012,2535,0.3947,0,,-,false,Bukua A 1 h,1110.9728,Rocky body,178,719.6707
Yorua,77.17,1,1,Yorua 12,238,Gas giant with water-based life,1448.042,false,true,1,0.0073,1451.605545,1451.5668664549517,Yorua,M (Red dwarf) Star,4,0,0.5815,Va,484,3174,0.5815,0,,-,false,Yorua 12 g,1475.5444,Icy body,112,1609.5076
Nervir,63.55,3,2,Nervir BC 6,238,Class II gas giant,28155.8848,true,false,2,0.0002,1780.6993424999998,1780.6993068860127,Nervir B,M (Red dwarf) Star,7,27628.4824,0.4635,Va,2728,2558,0.612,0,,-,false,Nervir BC 6 g,28137.9004,Icy body,58,2615.7847
Col 285 Sector XK-O d6-117,174.77,2,1,Col 285 Sector XK-O d6-117 A 2,237,Class II gas giant,1516.4633,false,true,3,0.053,15.169751999999999,15.148431100184803,Col 285 Sector XK-O d6-117 B,M (Red dwarf) Star,2,96051.1484,0.6201,Va,2156,3482,0.6201,0,,-,false,Col 285 Sector XK-O d6-117 A 2 g,1515.1254,Rocky body,158,1000.809
Shernteniai,139.18,2,1,Shernteniai A 7,236,Class II gas giant,1330.0901,false,true,2,0,1330.0978275,1330.0978275,Shernteniai B,M (Red dwarf) Star,5,531956.4375,0.4735,Va,3252,2929,0.4735,0,,-,false,Shernteniai A 7 h,1320.9814,Icy body,102,2408.5325
G 122-60,77.64,1,1,G 122-60 8,236,Class II gas giant,1254.4073,false,true,1,0.0008,1253.9995649999998,1253.9991637200749,G 122-60,M (Red dwarf) Star,4,0,0.5687,V,6158,3183,0.5687,0,,-,false,G 122-60 8 g,1242.9478,Icy body,134,2089.5659
Njoere,163.32,1,1,Njoere 1,235,Class II gas giant,317.5973,false,true,1,0.0009,317.5168815,317.5167529056369,Njoere,M (Red dwarf) Star,1,0,0.6592,Va,9974,3653,0.6592,0,,-,false,Njoere 1 g,316.1741,Icy body,506,1814.6837
Atarapa,56.68,2,1,Atarapa A 2,235,Class II gas giant,2674.3096,false,true,2,0.0057,2687.740731,2687.6970682971714,Atarapa B,M (Red dwarf) Star,4,42436.6875,0.4861,Va,7288,3128,0.4861,0,,-,false,Atarapa A 2 h,2675.9802,Rocky body,123,1210.1866
LHS 2429,28.93,1,1,LHS 2429 3,235,Class II gas giant,721.5674,false,true,1,0.0033,720.3137175,720.3097953811302,LHS 2429,M (Red dwarf) Star,5,0,0.4978,V,8926,2930,0.4978,0,,-,false,LHS 2429 3 g,730.4283,Icy body,116,1603.7227
Capricorni Sector DL-Y c16,187.20,3,1,Capricorni Sector DL-Y c16 A 6,235,Class II gas giant,1537.2867,false,false,0,0.0011,1538.532216,1538.531285187728,Capricorni Sector DL-Y c16 B,M (Red dwarf) Star,9,45951.9258,0.3941,Va,528,2395,0.3941,1,2395,-Va-,false,Capricorni Sector DL-Y c16 A 6 g,1561.8168,Rocky body,129,962.6488
HIP 47190,210.12,2,1,HIP 47190 B 1,235,Class II gas giant,75505.0312,false,true,2,0,353.7446445,353.7446445,HIP 47190 B,M (Red dwarf) Star,5,75284.0781,0.4868,Va,6400,3078,0.4868,0,,-,false,HIP 47190 B 1 f,75592.0625,Icy body,126,2129.3811
Col 285 Sector WP-K b23-8,232.08,1,1,Col 285 Sector WP-K b23-8 4,234,Gas giant with water-based life,963.7047,false,false,0,0.001,963.977859,963.97737701095,Col 285 Sector WP-K b23-8,M (Red dwarf) Star,5,0,0.4894,Va,838,2971,0.4894,0,,-,false,Col 285 Sector WP-K b23-8 4 h,964.5325,Icy body,123,1768.262
Kaushu,154.29,1,1,Kaushu 1,234,Class II gas giant,1131.3029,false,true,1,0.0001,1131.2443349999999,1131.2443293437782,Kaushu,M (Red dwarf) Star,2,0,0.5711,Va,2578,3528,0.5711,0,,-,false,Kaushu 1 g,1123.308,Icy body,79,1960.9016
Misthajani,135.79,1,1,Misthajani 10,234,Class II gas giant,1686.1902,false,true,1,0.0007,1686.1877955,1686.1873823839396,Misthajani,M (Red dwarf) Star,2,0,0.6237,Va,240,3540,0.6237,0,,-,false,Misthajani 10 h,1665.3453,Icy body,124,1974.2194
Col 285 Sector MT-M b22-1,187.23,1,1,Col 285 Sector MT-M b22-1 3,234,Gas giant with water-based life,1269.4928,false,false,0,0.005,1275.855984,1275.8400357005225,Col 285 Sector MT-M b22-1,M (Red dwarf) Star,7,0,0.5018,Va,7870,2573,0.5018,0,,-,false,Col 285 Sector MT-M b22-1 3 g a,1285.5475,Icy body,56,956.0543
Epomalinii,167.41,1,1,Epomalinii 4,233,Gas giant with water-based life,1515.0535,false,true,1,0,1515.0290805,1515.0290805,Epomalinii,M (Red dwarf) Star,4,0,0.5936,Va,2118,3221,0.5936,0,,-,false,Epomalinii 4 f,1510.463,Icy body,131,2535.2209
Kirrae,118.64,3,1,Kirrae ABC 3,233,Class II gas giant,1074.4668,true,false,1,0.001,1086.034482,1086.0339389826233,Kirrae A,M (Red dwarf) Star,5,0,0.5199,Va,1904,2814,0.5199,0,,-,false,Kirrae ABC 3 h,1066.9072,Icy body,129,2007.92
L 119-33,60.79,1,1,L 119-33 8,233,Gas giant with water-based life,2909.7034,false,true,1,0.0179,2961.9439785,2961.469422248737,L 119-33,M (Red dwarf) Star,3,0,0.5905,V,4152,3343,0.5905,0,,-,false,L 119-33 8 h,2890.1694,Icy body,29,2432.8259
Baudu,49.95,2,2,Baudu AB 7,232,Gas giant with water-based life,2360.7778,true,false,1,0.0003,2366.581113,2366.5810065038477,Baudu B,M (Red dwarf) Star,5,34.0603,0.5407,Va,8822,3085,0.63,0,,-,false,Baudu AB 7 f,2377.6064,Icy body,60,1727.1696
Mombaluma,33.06,3,2,Mombaluma ABC 2,232,Class II gas giant,1248.7528,true,false,1,0.0008,1220.3167275,1220.3163369985848,Mombaluma C,M (Red dwarf) Star,5,134.8864,0.4786,Va,2094,2897,0.4786,0,,-,false,Mombaluma ABC 2 f a,1243.3472,Icy body,102,921.0001
Nyamari,136.30,3,2,Nyamari AB 5,231,Gas giant with water-based life,3049.7219,true,false,2,0.0004,3050.816769,3050.816524934649,Nyamari B,M (Red dwarf) Star,9,13.6733,0.3784,VI,3658,2140,0.4963,1,2140,-VI-,false,Nyamari AB 5 f,3056.4885,Icy body,52,1537.5601
LP 128-9,45.33,2,1,LP 128-9 A 8,231,Class II gas giant,1796.7523,false,true,2,0.0001,1796.6675025,1796.6674935166623,LP 128-9 A,M (Red dwarf) Star,4,0,0.5766,V,5182,3192,0.5766,0,,-,false,LP 128-9 A 8 h,1796.0192,Icy body,199,2016.0754
Hyades Sector WE-Q b5-1,207.13,1,1,Hyades Sector WE-Q b5-1 4,230,Gas giant with water-based life,2118.4768,false,true,1,0.015,2141.030853,2140.7899734788025,Hyades Sector WE-Q b5-1,M (Red dwarf) Star,4,0,0.5481,Va,4522,3207,0.5481,0,,-,false,Hyades Sector WE-Q b5-1 4 f a,2121.5535,Icy body,57,966.0752
HIP 7823,227.00,3,2,HIP 7823 ABC 1,230,Gas giant with water-based life,3693.6318,true,false,1,0,3355.908426,3355.908426,HIP 7823 C,M (Red dwarf) Star,5,1788.136,0.5896,Va,4438,2820,0.6057,0,,-,false,HIP 7823 ABC 1 h,3693.229,Icy body,98,2061.8774
Kung Te,100.78,2,1,Kung Te B 1,229,Class II gas giant,147007.7344,false,true,2,0.0051,2481.551865,2481.5195922081402,Kung Te B,M (Red dwarf) Star,2,146453.3906,0.6343,Va,3066,3543,0.6343,0,,-,false,Kung Te B 1 h,147018.2188,Icy body,74,2651.2227
Eos,54.52,2,1,Eos A 5,229,Gas giant with water-based life,3107.877,false,true,2,0.0243,3038.0422409999996,3037.1451417669687,Eos B,M (Red dwarf) Star,9,73853.6953,0.3956,VI,2442,2147,0.3956,1,2147,-VI-,false,Eos A 5 h,3133.0117,Icy body,87,1996.3308
Murnakum,91.41,1,1,Murnakum 5,229,Class II gas giant,1044.3265,false,true,1,0.0038,1047.9105,1047.9029340588768,Murnakum,M (Red dwarf) Star,5,0,0.5009,Va,5308,3009,0.5009,0,,-,false,Murnakum 5 g,1049.3301,Icy body,123,2038.8839
HIP 75124,149.68,2,1,HIP 75124 A 2,228,Class II gas giant,906.603,false,false,0,0.0001,906.6421845,906.6421799667891,HIP 75124 B,M (Red dwarf) Star,7,24541.9668,0.493,Va,8184,2539,0.493,0,,-,false,HIP 75124 A 2 h,915.7076,Rocky body,117,943.4099
Hyades Sector QN-S b4-0,198.99,1,1,Hyades Sector QN-S b4-0 13,228,Class II gas giant,1550.2893,false,true,1,0.0004,1549.7598285000001,1549.7597045192088,Hyades Sector QN-S b4-0,M (Red dwarf) Star,2,0,0.5651,Va,3262,3452,0.5651,0,,-,false,Hyades Sector QN-S b4-0 13 g,1531.8335,Icy body,131,2513.7026
FT Piscium,38.67,2,2,FT Piscium A 6,228,Gas giant with water-based life,2091.0876,false,true,2,0.0167,2072.667168,2072.3781247725365,FT Piscium A,M (Red dwarf) Star,4,0,0.5647,V,5290,3204,0.5647,1,2334,-Va-,false,FT Piscium A 6 h,2108.4109,Icy body,43,3155.769
14 Geminorum,58.77,2,1,14 Geminorum A 5,228,Class II gas giant,1846.9246,false,true,2,0.0009,1847.7656145,1847.7648661547746,14 Geminorum B,M (Red dwarf) Star,9,66236.3906,0.4004,Va,3538,2184,0.4004,1,2184,-Va-,false,14 Geminorum A 5 h,1843.0178,Icy body,80,1820.8867
Col 285 Sector VS-M b22-5,241.87,1,1,Col 285 Sector VS-M b22-5 4,227,Gas giant with water-based life,1104.6875,false,true,1,0.0028,1107.192294,1107.1879537977006,Col 285 Sector VS-M b22-5,M (Red dwarf) Star,5,0,0.5599,Va,12516,3022,0.5599,0,,-,false,Col 285 Sector VS-M b22-5 4 h,1109.5435,Icy body,76,1551.5165
Col 285 Sector EV-O c6-14,222.62,5,2,Col 285 Sector EV-O c6-14 DE 1,227,Class II gas giant,20282.3281,true,false,2,0.0006,924.1073595,924.1071931606604,Col 285 Sector EV-O c6-14 D,M (Red dwarf) Star,2,19458.1055,0.6157,Va,8110,3443,0.6157,1,2287,-Va-,false,Col 285 Sector EV-O c6-14 DE 1 h,20327.5762,Rocky body,126,677.5108
LHS 3531,20.22,2,1,LHS 3531 4,227,Class II gas giant,5135.8486,false,true,1,0.0641,4920.3390015,4910.220227725141,LHS 3531,M (Red dwarf) Star,3,0,0.5936,V,5632,3351,0.5936,0,,-,false,LHS 3531 4 g,5083.7886,Icy body,32,1866.8541
Imen Mina,140.35,1,1,Imen Mina 4,226,Gas giant with water-based life,851.7955,false,true,1,0.0014,852.5999429999999,852.5991074516463,Imen Mina,M (Red dwarf) Star,5,0,0.5008,Va,296,2833,0.5008,0,,-,false,Imen Mina 4 g,860.6991,Icy body,73,1259.6781
Lyncis Sector JC-U b3-0,187.51,1,1,Lyncis Sector JC-U b3-0 6,226,Class II gas giant,999,false,false,0,0.0009,998.4092039999999,998.4087996441904,Lyncis Sector JC-U b3-0,M (Red dwarf) Star,5,0,0.5013,Va,862,2940,0.5013,0,,-,false,Lyncis Sector JC-U b3-0 6 g a,982,Icy body,163,685.6086
Ossian,159.39,2,1,Ossian A 10,225,Class II gas giant,3170.3074,false,true,2,0.0137,3127.8132404999997,3127.5196970920083,Ossian A,M (Red dwarf) Star,7,0,0.4758,Va,560,2503,0.4758,0,,-,false,Ossian A 10 h,3194.0227,Icy body,35,2751.0422
LP 840-15,56.41,1,1,LP 840-15 7,225,Gas giant with water-based life,3856.0295,false,true,1,0.0032,3844.633923,3844.614238423922,LP 840-15,M (Red dwarf) Star,5,0,0.5082,V,1764,2855,0.5082,0,,-,false,LP 840-15 7 f,3861.4807,Icy body,32,2756.3103
Monto,88.21,4,2,Monto ABCD 4,224,Gas giant with water-based life,3036.9839,true,false,1,0.012,2994.828408,2994.61277259147,Monto B,M (Red dwarf) Star,9,421.0195,0.3812,VI,1062,2128,0.4329,1,2128,-VI-,false,Monto ABCD 4 h,3028.2021,Icy body,41,3786.3223
Oicornga,247.47,2,1,Oicornga AB 1,223,Class II gas giant,2472.6365,true,false,1,0,3146.7754305,3146.7754305,Oicornga B,M (Red dwarf) Star,6,2132.1104,0.4644,Va,574,2792,0.4644,0,,-,false,Oicornga AB 1 g a,2469.0122,Icy body,202,1396.5145
Mahia,232.73,2,1,Mahia A 9,223,Gas giant with water-based life,1177.4904,false,true,2,0.0025,1174.5080685,1174.504398156551,Mahia B,M (Red dwarf) Star,4,28684.9883,0.5415,Va,288,3119,0.5415,0,,-,false,Mahia A 9 f a,1185.843,Rocky body,214,398.3864
Col 285 Sector FJ-D b27-0,225.59,3,2,Col 285 Sector FJ-D b27-0 ABC 5,223,Class II gas giant,2734.033,true,false,1,0.001,2686.4932185000002,2686.491875253055,Col 285 Sector FJ-D b27-0 B,M (Red dwarf) Star,9,422.5753,0.3647,Va,1620,2314,0.5618,1,2314,-Va-,false,Col 285 Sector FJ-D b27-0 ABC 5 g,2714,Icy body,0,1871.9312
Ullangwa,213.67,2,2,Ullangwa A 3,222,Gas giant with water-based life,1223.6095,false,true,2,0.0029,1225.0572750000001,1225.052123623328,Ullangwa A,M (Red dwarf) Star,1,0,0.5662,Va,4584,3682,0.5662,1,2480,-Va-,false,Ullangwa A 3 g,1232.2754,Icy body,80,2124.9114
HIP 75024,181.28,2,1,HIP 75024 AB 2,222,Class II gas giant,6284.396,true,false,1,0.0005,5699.435508,5699.434795570516,HIP 75024 B,M (Red dwarf) Star,5,2357.3132,0.5176,Va,6384,3028,0.5176,0,,-,false,HIP 75024 AB 2 h,6284.7183,Icy body,128,2363.9336
HIP 9971,183.06,2,1,HIP 9971 AB 1,221,Gas giant with water-based life,3446.832,true,false,1,0.0013,3526.069131,3526.0661514703256,HIP 9971 B,M (Red dwarf) Star,3,1536.1416,0.5749,Va,7104,3286,0.5749,0,,-,false,HIP 9971 AB 1 g,3424.5549,Icy body,132,2364.3901
Maritou,178.14,1,1,Maritou 3,221,Class II gas giant,857.8245,false,true,1,0.0021,857.390391,857.3885004521035,Maritou,M (Red dwarf) Star,4,0,0.5166,Va,12899,3104,0.5166,0,,-,false,Maritou 3 f a,871.9185,Icy body,76,1089.9001
LTT 1349,75.09,1,1,LTT 1349 5,221,Class II gas giant,1130.6572,false,true,1,0.0009,1131.443937,1131.4434787651128,LTT 1349,M (Red dwarf) Star,1,0,0.6287,V,10656,3688,0.6287,0,,-,false,LTT 1349 5 f a,1119.0055,Icy body,190,941.4947
LHS 3767,113.18,2,1,LHS 3767 A 2,219,Class II gas giant,475.8517,false,true,2,0.0002,475.751367,475.7513574849726,LHS 3767 B,M (Red dwarf) Star,9,132261,0.4027,Va,10144,2353,0.4027,1,2353,-Va-,false,LHS 3767 A 2 f,479.2081,Icy body,156,2092.3662
LP 861-12,66.52,1,1,LP 861-12 10,219,Gas giant with water-based life,3819.4119,false,true,1,0.0066,3797.6775525,3797.5948381821377,LP 861-12,M (Red dwarf) Star,2,0,0.5888,V,1604,3467,0.5888,0,,-,false,LP 861-12 10 h,3804.0156,Icy body,43,1925.5249
BD-12 6174,72.50,1,1,BD-12 6174 14,219,Gas giant with water-based life,1368.5415,false,true,1,0.0138,1350.30753,1350.1789475948935,BD-12 6174,M (Red dwarf) Star,2,0,0.5909,V,504,3498,0.5909,0,,-,false,BD-12 6174 14 g a,1381.5898,Icy body,158,590.6167
Sowiio,95.74,4,1,Sowiio ABC 9,218,Gas giant with water-based life,3368.6023,true,false,2,0.005,3357.3555405,3357.313573293447,Sowiio C,M (Red dwarf) Star,6,26.7557,0.4534,Va,9506,2636,0.4534,0,,-,false,Sowiio ABC 9 f,3398.2595,Icy body,51,2419.9648
Gamma Mensae,102.27,2,1,Gamma Mensae A 4,218,Gas giant with water-based life,1797.2968,false,true,2,0.0072,1809.9909360000001,1809.9440204269054,Gamma Mensae B,M (Red dwarf) Star,8,202456.3125,0.4846,Va,8798,2483,0.4846,1,2483,-Va-,false,Gamma Mensae A 4 h,1789.2677,Rocky body,218,588.0233
Kweleutahe,91.43,1,1,Kweleutahe 1,218,Gas giant with water-based life,1014.1208,false,true,1,0.0014,1013.97816,1013.9771663009163,Kweleutahe,M (Red dwarf) Star,4,0,0.5654,Va,1996,3202,0.5654,0,,-,false,Kweleutahe 1 f a,999.4626,Icy body,75,995.6002
Col 285 Sector XP-E c12-32,205.89,3,1,Col 285 Sector XP-E c12-32 ABC 2,218,Gas giant with water-based life,2584.9648,true,false,2,0.0054,0.299403,0.29939863467243655,Col 285 Sector XP-E c12-32 B,M (Red dwarf) Star,6,4.432,0.4654,Va,12040,2606,0.4654,0,,-,false,Col 285 Sector XP-E c12-32 ABC 2 f a,2581.249,Icy body,93,842.5059
Hyades Sector OT-P b6-1,144.46,1,1,Hyades Sector OT-P b6-1 5,217,Class II gas giant,1195.1628,false,true,2,0.1225,0.099801,0.09904935010128786,Hyades Sector OT-P b6-1,M (Red dwarf) Star,4,0,0.5048,Va,1212,3232,0.5048,0,,-,false,Hyades Sector OT-P b6-1 5 g,1187.3706,Icy body,232,1763.2365
Pegasi Sector RT-Q b5-1,143.14,1,1,Pegasi Sector RT-Q b5-1 7,217,Class II gas giant,601.6233,false,true,1,0.0005,601.3509255,601.3508503311297,Pegasi Sector RT-Q b5-1,M (Red dwarf) Star,4,0,0.6053,Va,390,3205,0.6053,0,,-,false,Pegasi Sector RT-Q b5-1 7 h,594,Icy body,97,1592.1479
MCC 818,80.39,3,1,MCC 818 C 2,217,Gas giant with water-based life,26599.7715,false,true,3,0.0058,0.44910449999999996,0.4490969459987803,MCC 818 C,M (Red dwarf) Star,3,27518.5605,0.5651,Va,4310,3319,0.5651,0,,-,false,MCC 818 C 2 e a,26603.5273,Rocky body,117,511.6059
Timbalderis,72.20,4,2,Timbalderis AB 4,217,Class II gas giant,2858.8699,true,false,2,0.0001,2951.1654705,2951.1654557441725,Timbalderis B,M (Red dwarf) Star,1,295.6924,0.6417,Va,682,3678,0.6417,0,,-,false,Timbalderis AB 4 h,2854.2451,Icy body,90,1773.5612
HIP 67367,206.15,3,2,HIP 67367 AB 4,216,Gas giant with water-based life,2675.5864,true,false,0,0.0027,2657.5509285000003,2657.5412417092116,HIP 67367 B,M (Red dwarf) Star,5,179.6563,0.6002,Va,11740,2858,0.6002,0,,-,false,HIP 67367 AB 4 g,2673,Icy body,88,2011.9546
Hyades Sector UU-W b2-2,226.83,3,2,Hyades Sector UU-W b2-2 ABC 1,216,Class II gas giant,3234.1511,true,false,1,0.0011,3809.703573,3809.7012681286415,Hyades Sector UU-W b2-2 C,M (Red dwarf) Star,7,2398.7173,0.433,Va,704,2532,0.433,1,2217,-Va-,false,Hyades Sector UU-W b2-2 ABC 1 g,3143.6208,Icy body,48,1905.5701
Nagaybaks,92.41,1,1,Nagaybaks 7,214,Gas giant with water-based life,1736.7086,false,true,2,0.1576,0.3493035,0.3449382656549377,Nagaybaks,M (Red dwarf) Star,2,0,0.5723,Va,12927,3557,0.5723,0,,-,false,Nagaybaks 7 f a,1727.9587,Icy body,179,852.3717
Col 285 Sector US-Z b14-5,205.65,2,2,Col 285 Sector US-Z b14-5 AB 4,213,Gas giant with water-based life,1691.219,true,false,1,0.0011,1727.4056085,1727.4045634192908,Col 285 Sector US-Z b14-5 B,M (Red dwarf) Star,9,110.1224,0.3788,Va,2140,2351,0.607,1,2351,-Va-,false,Col 285 Sector US-Z b14-5 AB 4 h,1704.259,Icy body,62,3450.9062
Col 285 Sector LD-O b21-3,167.48,1,1,Col 285 Sector LD-O b21-3 3,213,Gas giant with water-based life,1190,false,false,0,0.0011,1189.0790144999999,1189.0782951069787,Col 285 Sector LD-O b21-3,M (Red dwarf) Star,8,0,0.3982,Va,2870,2449,0.3982,1,2449,-Va-,false,Col 285 Sector LD-O b21-3 3 h,1182,Icy body,50,1811.6346
Pegasi Sector JH-V c2-21,167.67,1,1,Pegasi Sector JH-V c2-21 9,211,Class II gas giant,1916.5272,false,true,1,0.071,1804.901085,1800.3460841227206,Pegasi Sector JH-V c2-21,M (Red dwarf) Star,3,0,0.6088,Va,510,3270,0.6088,0,,-,false,Pegasi Sector JH-V c2-21 9 g,1928.5858,Icy body,121,2311.8755
Parjanya,63.93,3,1,Parjanya A 4,211,Class II gas giant,3223.3074,false,true,2,0.0655,3431.9068875000003,3424.5371051894504,Parjanya C,M (Red dwarf) Star,8,45966.9766,0.4091,Va,11174,2453,0.4091,1,2453,-Va-,false,Parjanya A 4 h,3237.1077,Rocky body,108,902.0222
Shu Rong,126.76,1,1,Shu Rong 13,210,Class II gas giant,1606.3037,false,true,1,0.0002,1606.4966969999998,1606.4966648700656,Shu Rong,M (Red dwarf) Star,7,0,0.4025,Va,488,2588,0.4025,0,,-,false,Shu Rong 13 h,1614.1616,Icy body,47,1226.6821
Tao Tzaka,154.32,2,2,Tao Tzaka AB 2,209,Gas giant with water-based life,1972.9565,true,false,1,0.0004,1696.716801,1696.7166652626506,Tao Tzaka B,M (Red dwarf) Star,8,711.9235,0.3731,Va,318,2435,0.5403,1,2435,-Va-,false,Tao Tzaka AB 2 h,1952.4744,Icy body,55,2216.9414
Tsohoda,142.42,3,2,Tsohoda AB 3,209,Gas giant with water-based life,1759.1681,true,false,2,0.0015,1623.1135635,1623.1117374962141,Tsohoda B,M (Red dwarf) Star,9,443.9428,0.3654,VI,1948,2106,0.5557,1,2106,-VI-,false,Tsohoda AB 3 f,1772.6489,Icy body,129,2094.3142
Wolf 587,58.23,1,1,Wolf 587 4,209,Gas giant with water-based life,1170.9817,false,true,1,0.0008,1170.565929,1170.5655544188428,Wolf 587,M (Red dwarf) Star,2,0,0.5836,V,1516,3439,0.5836,0,,-,false,Wolf 587 4 g,1169.1578,Icy body,75,1460.4313
Capricorni Sector KR-W b1-3,190.25,1,1,Capricorni Sector KR-W b1-3 3,208,Class II gas giant,368.1219,false,true,1,0.0001,368.1159885,368.11598665942006,Capricorni Sector KR-W b1-3,M (Red dwarf) Star,5,0,0.5668,Va,12294,2921,0.5668,0,,-,false,Capricorni Sector KR-W b1-3 3 g,358.8699,Icy body,106,1516.6633
LP 620-3,55.26,2,1,LP 620-3 7,208,Gas giant with water-based life,2390.4182,false,true,1,0.0855,2279.2552379999997,2270.9089939368528,LP 620-3,M (Red dwarf) Star,3,0,0.5892,V,3500,3396,0.5892,0,,-,false,LP 620-3 7 f,2441.1785,Icy body,51,2494.9841
Wolf 127,100.45,1,1,Wolf 127 4,208,Gas giant with water-based life,1738.7152,false,true,1,0.0007,1739.2320269999998,1739.231600888101,Wolf 127,M (Red dwarf) Star,4,0,0.5568,V,9928,3174,0.5568,0,,-,false,Wolf 127 4 g,1742.6106,Icy body,45,2626.1724
Bhrites,239.35,2,1,Bhrites A 2,208,Gas giant with water-based life,627.0413,false,true,3,0.1685,13.273532999999999,13.08374342782166,Bhrites B,M (Red dwarf) Star,9,102008.3125,0.3681,Va,10840,2223,0.3681,1,2223,-Va-,false,Bhrites A 2 h,631.7598,Icy body,164,891.9177
Tsongoris,126.96,1,1,Tsongoris 10,207,Class II gas giant,1170.156,false,true,1,0.0008,1169.767521,1169.7671466743332,Tsongoris,M (Red dwarf) Star,2,0,0.5463,Vz,228,3457,0.5463,0,,-,false,Tsongoris 10 h,1161.214,Icy body,73,832.0419
Paroja,136.47,2,1,Paroja A 1,206,Class II gas giant,2294.4075,false,true,2,0.0013,2295.1235970000002,2295.121657619741,Paroja B,M (Red dwarf) Star,3,26170.2246,0.6065,Va,4154,3352,0.6065,0,,-,false,Paroja A 1 h,2305.8098,Rocky body,108,889.8094
LP 834-42,59.32,1,1,LP 834-42 7,206,Class II gas giant,1959.7233,false,true,1,0,1959.7423365,1959.7423365,LP 834-42,M (Red dwarf) Star,3,0,0.5725,V,4954,3269,0.5725,0,,-,false,LP 834-42 7 g,1964.2485,Icy body,53,3850.479
Gliese 867.1,121.27,3,1,Gliese 867.1 A 2,205,Gas giant with water-based life,3540.9119,false,true,3,0.0226,3462.595695,3461.711304369148,Gliese 867.1 C,M (Red dwarf) Star,4,285103.3125,0.5429,V,7930,3125,0.5429,0,,-,false,Gliese 867.1 A 2 h,3557.5769,Rocky body,120,666.9386
Shongbon,101.20,1,1,Shongbon 4,205,Gas giant with water-based life,926.1354,false,true,1,0.0027,927.6003945,927.5970133904,Shongbon,M (Red dwarf) Star,3,0,0.5283,Va,1540,3280,0.5283,0,,-,false,Shongbon 4 h,937.5514,Icy body,76,2097.0459
Kamcha,177.15,1,1,Kamcha 11,204,Gas giant with water-based life,1036.6566,false,true,1,0.0003,1036.333584,1036.3335373649877,Kamcha,M (Red dwarf) Star,2,0,0.729,Va,258,3599,0.729,0,,-,false,Kamcha 11 h,1045.0052,Icy body,91,1697.1284
Arietis Sector WT-A b0,243.35,1,1,Arietis Sector WT-A b0 2,204,Gas giant with water-based life,616.4827,false,true,1,0.0008,616.969782,616.9695845696381,Arietis Sector WT-A b0,M (Red dwarf) Star,6,0,0.4966,Va,2530,2775,0.4966,0,,-,false,Arietis Sector WT-A b0 2 h,623.6496,Icy body,76,2366.8235
Col 285 Sector ZK-O d6-117,188.19,4,1,Col 285 Sector ZK-O d6-117 BCD 1,203,Gas giant with water-based life,51211.6445,true,false,0,0.0003,4377.7708649999995,4377.770668000306,Col 285 Sector ZK-O d6-117 C,M (Red dwarf) Star,4,54650.9492,0.5799,Va,928,3128,0.5799,0,,-,false,Col 285 Sector ZK-O d6-117 BCD 1 g,51232.6953,Icy body,103,1700.2419
