System name,Distance from Sol (ly),Counting moons of moons,System stars count,System suitable stars count,Gas Body Name,Gas Body Surface Temperature (K),Gas Sub Type,Gas distance from arrival (ls),Gas has multiple stars ?,Gas star as orbit center ?,Gas orbit centers count,Gas orbital eccentricity,Gas semi major axis (ls),Gas semi minor axis (ls),Ref Star Name,Ref Star Sub Type,Ref Star Temp Class,Ref Star Distance from arrival (ls),Ref Star Radius,Ref Star Luminosity,Ref Star Age,Ref Star Temperature,Moon Star Diistance,Biggest Suitable Star Radius,8th Moon Name,8th Moon Distance from arrival (ls),8th Moon Sub Type,8th Moon Surface Temperature (K),8th Moon Radius,Star Types,Is populated,Has M or TT Star ?,Coldest M or TT Star temp.,Coldest M or TT Star lum.,Has Toroid Station
Tascheter Sector SE-Q a5-0,66.01,true,1,1,Tascheter Sector SE-Q a5-0 B,1089,T (Brown dwarf) Star,5635,false,false,1,0.013,3941.14149,3940.808449472538,Tascheter Sector SE-Q a5-0 A,L (Brown dwarf) Star,9,0,0.3382,V,478,1851,5139,0.3382,Tascheter Sector SE-Q a5-0 B 6,5139,Icy body,30,2867.5071,-L (Brown dwarf) Star-,0,false,,,false
Tascheter Sector EM-M a7-0,55.42,true,0,0,Tascheter Sector EM-M a7-0,1088,T (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Tascheter Sector EM-M a7-0 7,4475,Icy body,20,1278.0295,-,0,false,,,false
Crucis Sector YU-P a5-1,73.09,true,0,0,Crucis Sector YU-P a5-1,1083,T (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Crucis Sector YU-P a5-1 6,1885,Icy body,20,6558.9526,-,0,false,,,false
LP 399-165,67.98,true,1,1,LP 399-165 B,1081,T (Brown dwarf) Star,3997,false,false,1,0.1204,2856.0551174999996,2835.2786318415465,LP 399-165 A,M (Red dwarf) Star,8,0,0.4155,V,10264,2461,4073,0.4155,LP 399-165 B 6,4073,Icy body,52,3119.7681,-M (Red dwarf) Star-,1,true,2461,V,false
Col 285 Sector LY-S a33-2,67.28,true,0,0,Col 285 Sector LY-S a33-2,1081,T (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Col 285 Sector LY-S a33-2 6,1852,Icy body,20,1939.4218,-,0,false,,,false
Piscium Sector VZ-O a6-3,52.49,true,0,0,Piscium Sector VZ-O a6-3,1073,T (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Piscium Sector VZ-O a6-3 6 a,1939,Icy body,20,3311.8271,-,0,false,,,false
Alrai Sector XO-R a4-1,73.54,true,1,1,Alrai Sector XO-R a4-1 B,1071,T (Brown dwarf) Star,70501,false,false,1,0.0438,46424.5808715,46380.02810682685,Alrai Sector XO-R a4-1 A,L (Brown dwarf) Star,9,0,0.2896,V,4974,1657,72991,0.2896,Alrai Sector XO-R a4-1 B 4 a,72991,Icy body,20,3100.4668,-L (Brown dwarf) Star-,0,false,,,false
Crucis Sector VJ-R a4-0,75.60,true,0,0,Crucis Sector VJ-R a4-0,1069,T (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Crucis Sector VJ-R a4-0 7,435,Icy body,20,3883.7305,-,0,false,,,false
Tascheter Sector UT-R a4-0,71.24,true,0,0,Tascheter Sector UT-R a4-0,1068,T (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Tascheter Sector UT-R a4-0 5 a,1924,Icy body,20,1864.2115,-,0,false,,,false
Col 285 Sector OK-P a35-2,53.53,true,0,0,Col 285 Sector OK-P a35-2,1068,T (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Col 285 Sector OK-P a35-2 5 a,1946,Icy body,20,4168.5801,-,0,false,,,false
Core Sys Sector DQ-P a5-0,45.45,true,1,1,Core Sys Sector DQ-P a5-0 B,1066,T (Brown dwarf) Star,77228,false,false,1,0.2797,72901.3869675,69991.70665254121,Core Sys Sector DQ-P a5-0 A,L (Brown dwarf) Star,9,0,0.2917,V,2030,1691,76974,0.2917,Core Sys Sector DQ-P a5-0 B 5,76974,Icy body,20,4511.5239,-L (Brown dwarf) Star-,0,false,,,false
Tascheter Sector KX-K a8-0,48.61,true,0,0,Tascheter Sector KX-K a8-0,1065,T (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Tascheter Sector KX-K a8-0 6 a,2663,Icy body,20,1882.0358,-,0,false,,,false
Tyet,60.88,true,1,1,Tyet,1064,T (Brown dwarf) Star,0,false,false,0,,0,0,Tyet Col 285 Sector WB-M a37-1,T (Brown dwarf) Star,9,0,0.2141,V,9446,1064,1324,0.2141,Tyet Col 285 Sector WB-M a37-1 2,1324,Icy body,20,2142.8127,-T (Brown dwarf) Star-,0,false,,,false
Piscium Sector OE-G a11-1,66.76,true,0,0,Piscium Sector OE-G a11-1,1062,T (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Piscium Sector OE-G a11-1 6,4028,Icy body,20,6793.5234,-,0,false,,,false
Core Sys Sector WO-R a4-0,36.13,true,0,0,Core Sys Sector WO-R a4-0,1062,T (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Core Sys Sector WO-R a4-0 5 a,1482,Icy body,20,3277.8618,-,0,false,,,false
Parnut,69.46,true,0,0,Parnut,1061,T (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Parnut 6,1953,Icy body,20,3829.4282,-,1,false,,,false
Crucis Sector UO-R a4-1,74.58,true,0,0,Crucis Sector UO-R a4-1,1051,T (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Crucis Sector UO-R a4-1 6,2323,Icy body,20,3727.3342,-,0,false,,,false
Core Sys Sector KC-M a7-4,48.29,true,0,0,Core Sys Sector KC-M a7-4,1050,T (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Core Sys Sector KC-M a7-4 6,4889,Icy body,20,6916.5576,-,0,false,,,false
Tascheter Sector HR-M a7-1,61.32,true,0,0,Tascheter Sector HR-M a7-1,1046,T (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Tascheter Sector HR-M a7-1 5,976,Icy body,20,6646.5381,-,0,false,,,false
Alrai Sector ZJ-R a4-4,72.13,true,0,0,Alrai Sector ZJ-R a4-4,1046,T (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Alrai Sector ZJ-R a4-4 5,751,Icy body,20,4869.998,-,0,false,,,false
Wolfsegen,57.90,true,1,1,Wolfsegen,1046,T (Brown dwarf) Star,0,false,false,0,,0,0,Wolfsegen Col 285 Sector SV-N a36-1,T (Brown dwarf) Star,9,0,0.1725,V,4152,1046,1726,0.1725,Wolfsegen 7,1726,Icy body,20,2362.2129,-T (Brown dwarf) Star-,0,false,,,false
Crucis Sector XU-P a5-1,77.60,true,0,0,Crucis Sector XU-P a5-1,1044,T (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Crucis Sector XU-P a5-1 11,1198,Icy body,20,12852.3945,-,0,false,,,false
Piscium Sector VK-N a7-1,58.57,true,0,0,Piscium Sector VK-N a7-1,1041,T (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Piscium Sector VK-N a7-1 4 a,2475,Icy body,20,2906.1248,-,0,false,,,false
Kachian,57.50,true,2,2,Kachian C,1041,T (Brown dwarf) Star,69800,false,false,1,0.0179,52265.484297,52257.110434267124,Kachian B,T (Brown dwarf) Star,9,2745,0.1292,V,1516,733,65959,0.333,Kachian C 5 a,68704,Icy body,20,2313.0352,-T (Brown dwarf) Star-M (Red dwarf) Star-,1,true,2061,VI,false
Tascheter Sector GR-M a7-4,47.96,true,0,0,Tascheter Sector GR-M a7-4,1038,T (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Tascheter Sector GR-M a7-4 5,3831,Icy body,20,1088.8455,-,0,false,,,false
LHS 531,28.11,true,2,2,LHS 531 C,1036,T (Brown dwarf) Star,399150,false,false,1,0.094,344757.764052,343231.2446871215,LHS 531 B,T (Brown dwarf) Star,9,117937,0.1968,V,944,1101,280509,0.4502,LHS 531 C 3 c,398446,Icy body,20,721.0404,-T (Brown dwarf) Star-M (Red dwarf) Star-,1,true,2543,V,false
Tascheter Sector BG-O a6-0,62.81,true,0,0,Tascheter Sector BG-O a6-0,1034,T (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Tascheter Sector BG-O a6-0 5,2270,Icy body,20,1582.7325,-,0,false,,,false
Piscium Sector ID-I a10-2,53.65,true,0,0,Piscium Sector ID-I a10-2,1031,T (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Piscium Sector ID-I a10-2 7,1666,Icy body,20,1625.3899,-,0,false,,,false
LHS 220,43.04,true,2,2,LHS 220 C,1029,T (Brown dwarf) Star,65626,false,false,1,0.1979,69855.909552,68474.3143641252,LHS 220 B,M (Red dwarf) Star,9,3103,0.3706,VI,11080,2006,60015,0.3887,LHS 220 C 6,63118,Icy body,20,5152.5903,-M (Red dwarf) Star-M (Red dwarf) Star-,1,true,2006,VI,false
Tascheter Sector ZZ-P a5-2,62.85,true,0,0,Tascheter Sector ZZ-P a5-2,1028,T (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Tascheter Sector ZZ-P a5-2 6,2162,Icy body,20,6866.5562,-,0,false,,,false
Tascheter Sector XE-Q a5-0,63.68,true,1,1,Tascheter Sector XE-Q a5-0 B,1028,T (Brown dwarf) Star,48941,false,false,1,0.1565,34112.880009,33692.53969090917,Tascheter Sector XE-Q a5-0 A,L (Brown dwarf) Star,9,0,0.3536,V,11476,1846,46568,0.3536,Tascheter Sector XE-Q a5-0 B 5 a,46568,Icy body,20,819.8941,-L (Brown dwarf) Star-,0,false,,,false
Tascheter Sector MN-T b3-6,38.29,true,1,1,Tascheter Sector MN-T b3-6 B,1024,T (Brown dwarf) Star,151281,false,false,1,0.0646,126255.25107,125991.5339671617,Tascheter Sector MN-T b3-6 A,M (Red dwarf) Star,7,0,0.3825,Va,4962,2573,149817,0.3825,Tascheter Sector MN-T b3-6 B 5,149817,Icy body,20,5144.4316,-M (Red dwarf) Star-,0,true,2573,Va,false
WISE 1506+7027,10.52,true,0,0,WISE 1506+7027,1024,T (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,WISE 1506+7027 2 b,681,Icy body,20,762.5273,-,1,false,,,false
LB 3303,33.10,true,1,1,LB 3303,1021,T (Brown dwarf) Star,190291,false,false,1,0.1597,185930.2111095,183543.90729458584,Gliese 127.1 B,M (Red dwarf) Star,4,0,0.5539,V,5546,3183,190681,0.5539,LB 3303 A 5,190681,Icy body,32,9491.1553,-M (Red dwarf) Star-,1,true,3183,V,false
Nox,76.84,false,4,4,Nox ABCD 6,1018,T (Brown dwarf) Star,2913,true,false,1,0.0043,2807.5518315,2807.525875563336,Nox D,L (Brown dwarf) Star,9,239,0.3364,V,12910,1818,2725,0.9717,Nox ABCD 6 h,2964,Rocky body,154,2468.3894,-K (Yellow-Orange) Star-L (Brown dwarf) Star-G (White-Yellow) Star-M (Red dwarf) Star-,1,true,2262,Va,false
Hepa,50.18,true,0,0,Hepa,1016,T (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Hepa 5 a,1322,Icy body,20,4571.3267,-,1,false,,,false
Agni,54.72,true,2,2,Agni B,1015,T (Brown dwarf) Star,56469,false,false,2,0.0763,51044.0697585,50895.27150282112,Agni A,M (Red dwarf) Star,5,0,0.5064,V,8038,2931,57188,0.5064,Agni B 5,57188,Icy body,20,7794.187,-M (Red dwarf) Star-L (Brown dwarf) Star-,0,true,2931,V,false
Kedre Ralis,46.05,true,1,1,Kedre Ralis,1014,T (Brown dwarf) Star,0,false,false,0,,0,0,Kedre Ralis Core Sys Sector IH-M a7-0,T (Brown dwarf) Star,9,0,0.154,V,1908,1014,1321,0.154,Kedre Ralis 5,1321,Icy body,20,7494.9561,-T (Brown dwarf) Star-,0,false,,,false
Kedre Ralis,46.05,true,1,1,Kedre Ralis Core Sys Sector IH-M a7-0,1014,T (Brown dwarf) Star,0,false,false,0,,0,0,Kedre Ralis,T (Brown dwarf) Star,9,0,0.154,V,1908,1014,1323,0.154,Kedre Ralis Core Sys Sector IH-M a7-0 5,1323,Icy body,20,7494.9561,-T (Brown dwarf) Star-,0,false,,,false
Col 285 Sector NE-R a34-0,53.57,true,0,0,Col 285 Sector NE-R a34-0,1012,T (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Col 285 Sector NE-R a34-0 7,1783,Icy body,20,4273.4946,-,0,false,,,false
Breggle,58.87,true,1,1,Breggle,1010,T (Brown dwarf) Star,0,false,false,0,,0,0,Breggle Crucis Sector VU-P a5-1,T (Brown dwarf) Star,9,0,0.1567,V,248,1010,3109,0.1567,Breggle 6,3109,Icy body,20,3662.7502,-T (Brown dwarf) Star-,0,false,,,false
Breggle,58.87,true,1,1,Breggle Crucis Sector VU-P a5-1,1010,T (Brown dwarf) Star,0,false,false,0,,0,0,Breggle,T (Brown dwarf) Star,9,0,0.1567,V,248,1010,3108,0.1567,Breggle Crucis Sector VU-P a5-1 6,3108,Icy body,20,3662.7502,-T (Brown dwarf) Star-,0,false,,,false
Trianguli Sector ZL-L a8-0,65.19,true,2,2,Trianguli Sector ZL-L a8-0 C,1007,T (Brown dwarf) Star,15594,false,false,1,0.0111,12203.766081,12203.014244831433,Trianguli Sector ZL-L a8-0 B,T (Brown dwarf) Star,9,5,0.1657,V,12882,949,14947,0.3286,Trianguli Sector ZL-L a8-0 C 5,14952,Icy body,20,4190.5068,-L (Brown dwarf) Star-T (Brown dwarf) Star-,0,false,,,false
Tascheter Sector YF-O a6-3,67.45,true,0,0,Tascheter Sector YF-O a6-3,1003,T (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Tascheter Sector YF-O a6-3 5,2493,Icy body,20,2505.1304,-,0,false,,,false
Tascheter Sector FR-M a7-1,48.16,true,0,0,Tascheter Sector FR-M a7-1,998,T (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Tascheter Sector FR-M a7-1 6 a,1367,Icy body,20,3194.4795,-,0,false,,,false
CN Bootis,69.90,false,5,5,CN Bootis A 12,998,Class IV gas giant,2804,false,true,2,0.0005,2803.9589955,2803.958645005104,CN Bootis A 10,Y (Brown dwarf) Star,9,2046,0.0721,V,328,405,696,1.5704,CN Bootis A 12 h,2742,Icy body,221,3861.8589,-A (Blue-White) Star-Y (Brown dwarf) Star-M (Red dwarf) Star-Y (Brown dwarf) Star-K (Yellow-Orange) Star-,1,true,3384,Va,false
LFT 1739,69.41,true,1,1,LFT 1739 B,996,T (Brown dwarf) Star,151270,false,false,1,0.1774,108695.3150205,106971.2803322337,LFT 1739 A,M (Red dwarf) Star,5,0,0.5478,V,6872,3075,148786,0.5478,LFT 1739 B 6,148786,Icy body,20,11408.6094,-M (Red dwarf) Star-,1,true,3075,V,false
Skarimpos,62.93,true,1,1,Skarimpos,995,T (Brown dwarf) Star,0,false,false,0,,0,0,Skarimpos Col 285 Sector ZH-K a38-2,T (Brown dwarf) Star,9,0,0.1766,V,5592,995,2557,0.1766,Skarimpos 7,2557,Icy body,20,3356.8982,-T (Brown dwarf) Star-,0,false,,,false
Core Sys Sector VO-R a4-1,29.60,true,0,0,Core Sys Sector VO-R a4-1,994,T (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Core Sys Sector VO-R a4-1 6,1521,Icy body,20,1814.0963,-,0,false,,,false
Tascheter Sector RT-R a4-1,79.95,true,0,0,Tascheter Sector RT-R a4-1,992,T (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Tascheter Sector RT-R a4-1 4 a,1307,Icy body,20,793.9776,-,0,false,,,false
Jastreb Sector HH-M a7-4,37.53,true,0,0,Jastreb Sector HH-M a7-4,987,T (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Jastreb Sector HH-M a7-4 7,2021,Icy body,20,5334.1138,-,0,false,,,false
Alrai Sector VI-T a3-0,54.01,true,0,0,Alrai Sector VI-T a3-0,987,T (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Alrai Sector VI-T a3-0 6 a,3023,Icy body,20,1023.7659,-,0,false,,,false
Tascheter Sector KS-T a3-3,78.33,true,0,0,Tascheter Sector KS-T a3-3,986,T (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Tascheter Sector KS-T a3-3 5,2757,Icy body,20,6929.3789,-,0,false,,,false
Core Sys Sector SD-T a3-0,48.81,true,0,0,Core Sys Sector SD-T a3-0,984,T (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Core Sys Sector SD-T a3-0 7,3349,Icy body,20,2797.5242,-,0,false,,,false
Tascheter Sector WZ-P a5-1,60.81,true,0,0,Tascheter Sector WZ-P a5-1,983,T (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Tascheter Sector WZ-P a5-1 5,1938,Icy body,20,5019.8145,-,0,false,,,false
Akozaray,58.04,true,1,1,Akozaray,981,T (Brown dwarf) Star,0,false,false,0,,0,0,Akozaray Col 285 Sector QK-P a35-4,T (Brown dwarf) Star,9,0,0.1996,V,314,981,855,0.1996,Akozaray 5,855,Icy body,20,2019.2521,-T (Brown dwarf) Star-,0,false,,,false
Akozaray,58.04,true,1,1,Akozaray Col 285 Sector QK-P a35-4,981,T (Brown dwarf) Star,0,false,false,0,,0,0,Akozaray,T (Brown dwarf) Star,9,0,0.1996,V,314,981,855,0.1996,Akozaray Col 285 Sector QK-P a35-4 5,855,Icy body,20,2019.2521,-T (Brown dwarf) Star-,0,false,,,false
Col 285 Sector MK-P a35-2,56.30,true,0,0,Col 285 Sector MK-P a35-2,980,T (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Col 285 Sector MK-P a35-2 7,873,Icy body,20,6008.771,-,0,false,,,false
Piscium Sector ZL-L a8-3,77.02,true,0,0,Piscium Sector ZL-L a8-3,979,T (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Piscium Sector ZL-L a8-3 5,4591,Icy body,20,1634.3553,-,0,false,,,false
Trianguli Sector ZL-L a8-3,67.23,true,0,0,Trianguli Sector ZL-L a8-3,978,T (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Trianguli Sector ZL-L a8-3 5,962,Icy body,20,5929.6553,-,0,false,,,false
Piscium Sector ZF-N a7-0,57.84,true,0,0,Piscium Sector ZF-N a7-0,975,T (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Piscium Sector ZF-N a7-0 6 a,2478,Icy body,20,2286.5352,-,0,false,,,false
Arynaman,54.81,true,0,0,Arynaman,975,T (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Arynaman 6,1315,Icy body,20,6113.3594,-,0,false,,,false
Col 285 Sector FO-I a39-0,78.60,true,0,0,Col 285 Sector FO-I a39-0,973,T (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Col 285 Sector FO-I a39-0 6,3589,Icy body,20,2141.5881,-,0,false,,,false
Col 285 Sector RQ-N a36-3,57.80,true,0,0,Col 285 Sector RQ-N a36-3,972,T (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Col 285 Sector RQ-N a36-3 6 a,1844,Icy body,20,1603.8976,-,0,false,,,false
TT 58343,72.49,true,1,1,TT 58343 B,970,T (Brown dwarf) Star,166702,false,false,1,0.0543,140564.76835049997,140357.38846635827,TT 58343 A,M (Red dwarf) Star,8,0,0.4284,V,10160,2489,168679,0.4284,TT 58343 B 5,168679,Icy body,20,4097.7007,-M (Red dwarf) Star-,1,true,2489,V,false
Piscium Sector GD-I a10-0,67.33,true,0,0,Piscium Sector GD-I a10-0,969,T (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Piscium Sector GD-I a10-0 6,2714,Icy body,20,2590.0212,-,0,false,,,false
Puppis Sector ZP-P a5-2,52.50,true,0,0,Puppis Sector ZP-P a5-2,966,T (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Puppis Sector ZP-P a5-2 5,2404,Icy body,20,5083.0259,-,0,false,,,false
Core Sys Sector SD-T a3-1,45.60,true,0,0,Core Sys Sector SD-T a3-1,966,T (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Core Sys Sector SD-T a3-1 7,628,Icy body,20,1240.4838,-,0,false,,,false
Alrai Sector RI-T a3-1,79.52,true,0,0,Alrai Sector RI-T a3-1,961,T (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Alrai Sector RI-T a3-1 7,1678,Icy body,20,2371.3015,-,0,false,,,false
Piscium Sector HD-I a10-3,61.18,true,0,0,Piscium Sector HD-I a10-3,956,T (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Piscium Sector HD-I a10-3 4 a,1450,Icy body,20,3214.708,-,0,false,,,false
Puppis Sector WJ-R a4-2,62.00,true,0,0,Puppis Sector WJ-R a4-2,950,T (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Puppis Sector WJ-R a4-2 6,2401,Icy body,20,5312.6357,-,0,false,,,false
Piscium Sector RE-P a6-0,59.22,true,0,0,Piscium Sector RE-P a6-0,950,T (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Piscium Sector RE-P a6-0 7,2671,Icy body,20,504.9411,-,0,false,,,false
Tascheter Sector ZZ-P a5-1,64.20,true,0,0,Tascheter Sector ZZ-P a5-1,946,T (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Tascheter Sector ZZ-P a5-1 4 a,1577,Icy body,20,2076.0549,-,0,false,,,false
LHS 2661,51.02,false,3,3,LHS 2661 5,946,Class IV gas giant,1614,false,true,1,0.1354,1787.4858105,1771.0248846285554,LHS 2661 4,Y (Brown dwarf) Star,9,1568,0.064,V,2124,343,54,0.064,LHS 2661 5 h,1622,Icy body,95,3832.7395,-Y (Brown dwarf) Star-Y (Brown dwarf) Star-White Dwarf (DA) Star-,0,false,,,false
DX 507,40.80,true,0,0,DX 507,942,T (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,DX 507 6 a,3180,Icy body,20,4185.8301,-,0,false,,,false
Hyades Sector PL-H a25-2,50.12,true,0,0,Hyades Sector PL-H a25-2,942,T (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Hyades Sector PL-H a25-2 6,2777,Icy body,20,10211.2549,-,0,false,,,false
Col 285 Sector IS-U a32-4,74.39,true,0,0,Col 285 Sector IS-U a32-4,941,T (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Col 285 Sector IS-U a32-4 6,2628,Icy body,20,6425.0107,-,0,false,,,false
Col 285 Sector NE-R a34-3,52.18,true,0,0,Col 285 Sector NE-R a34-3,939,T (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Col 285 Sector NE-R a34-3 7,2606,Icy body,20,3079.897,-,0,false,,,false
Tascheter Sector PY-R a4-0,67.53,true,0,0,Tascheter Sector PY-R a4-0,938,T (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Tascheter Sector PY-R a4-0 7,613,Icy body,20,4912.2632,-,0,false,,,false
Uelloskima,78.10,true,2,2,Uelloskima C,938,T (Brown dwarf) Star,335402,false,false,2,0.0053,41626.44819449999,41625.86354692939,Uelloskima B,M (Red dwarf) Star,7,339324,0.3793,Va,12380,2508,3687,0.9003,Uelloskima C 7,335637,Icy body,25,3337.3884,-K (Yellow-Orange) Star-M (Red dwarf) Star-,1,true,2508,Va,false
Veren's Stop,32.59,true,0,0,Veren's Stop,935,T (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Veren's Stop 5,295,Icy body,20,7331.269,-,0,false,,,false
Vihaara,75.33,true,0,0,Vihaara,934,T (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Vihaara 6,5269,Icy body,20,6341.4668,-,0,false,,,false
Alrai Sector XO-R a4-0,72.64,true,1,1,Alrai Sector XO-R a4-0 B,933,T (Brown dwarf) Star,16515,false,false,1,0.2096,11099.567817000001,10853.015515875873,Alrai Sector XO-R a4-0 A,L (Brown dwarf) Star,9,0,0.329,V,478,1849,16640,0.329,Alrai Sector XO-R a4-0 B 6,16640,Icy body,20,3971.0752,-L (Brown dwarf) Star-,0,false,,,false
Kadi,54.24,true,0,0,Kadi,932,T (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Kadi 7,1726,Icy body,20,5162.8359,-,1,false,,,false
Alrai Sector PC-V a2-0,57.64,true,0,0,Alrai Sector PC-V a2-0,927,T (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Alrai Sector PC-V a2-0 5 a,1271,Icy body,20,1172.1591,-,0,false,,,false
AD Leonis,16.00,true,1,1,AD Leonis B,924,T (Brown dwarf) Star,156365,false,false,1,0.1695,113642.0513865,111997.67218350577,AD Leonis A,M (Red dwarf) Star,9,0,0.3659,V,8840,2146,157991,0.3659,AD Leonis B 5,157991,Icy body,20,6965.3159,-M (Red dwarf) Star-,0,true,2146,V,false
LHS 2661,51.02,true,3,3,LHS 2661 6,924,Class IV gas giant,2273,false,true,1,0.0784,2339.2855395,2332.0851786202275,LHS 2661 4,Y (Brown dwarf) Star,9,1568,0.064,V,2124,343,713,0.064,LHS 2661 6 f a,2281,Icy body,101,1243.4696,-Y (Brown dwarf) Star-Y (Brown dwarf) Star-White Dwarf (DA) Star-,0,false,,,false
Qa'wakana,67.04,false,3,3,Qa'wakana 12,923,Class IV gas giant,4602,false,true,1,0.004,4583.5106264999995,4583.473958268314,Qa'wakana 9,Y (Brown dwarf) Star,9,2506,0.1011,V,1060,565,2162,1.3119,Qa'wakana 12 h,4668,Rocky body,168,1010.6203,-Y (Brown dwarf) Star-Y (Brown dwarf) Star-F (White) Star-,1,false,,,false
Jastreb Sector CL-Y d145,20.21,true,1,1,Jastreb Sector CL-Y d145 B,922,T (Brown dwarf) Star,113690,false,false,1,0.1335,89076.88354499999,88279.53971430466,Jastreb Sector CL-Y d145 A,L (Brown dwarf) Star,9,0,0.2801,V,918,1673,112445,0.2801,Jastreb Sector CL-Y d145 B 5 a,112445,Icy body,20,1767.7296,-L (Brown dwarf) Star-,0,false,,,false
Spinibo,77.24,true,0,0,Spinibo,921,T (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Spinibo 5,1088,Icy body,20,2236.626,-,1,false,,,false
Sharru Sector KC-V b2-6,57.22,true,1,1,Sharru Sector KC-V b2-6 B,920,T (Brown dwarf) Star,232414,false,false,1,0.0279,196346.8406835,196270.406634219,Sharru Sector KC-V b2-6 A,M (Red dwarf) Star,7,0,0.4267,Va,2630,2541,230020,0.4267,Sharru Sector KC-V b2-6 B 7,230020,Icy body,20,4084.9958,-M (Red dwarf) Star-,0,true,2541,Va,false
Hermitage,39.50,true,0,0,Hermitage,919,T (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Hermitage 4 b,1167,Icy body,20,448.2371,-,0,false,,,false
Trianguli Sector VF-N a7-3,70.43,true,0,0,Trianguli Sector VF-N a7-3,916,T (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Trianguli Sector VF-N a7-3 6,4704,Icy body,20,6365.272,-,0,false,,,false
Piscium Sector UZ-O a6-2,61.45,true,0,0,Piscium Sector UZ-O a6-2,915,T (Brown dwarf) Star,0,false,false,0,,0,0,,,,,,,,,,,Piscium Sector UZ-O a6-2 6,5975,Icy body,20,4447.2949,-,0,false,,,false
