System name,Distance from Sol (ly),System stars count,System suitable stars count,Gas Body Name,Gas Body Surface Temperature (K),Gas Sub Type,Gas distance from arrival (ls),Gas has multiple stars ?,Gas star as orbit center ?,Gas orbit centers count,Gas orbital eccentricity,Gas semi major axis (ls),Gas semi minor axis (ls),Ref Star Name,Ref Star Sub Type,Ref Star Temp Class,Ref Star Distance from arrival (ls),Ref Star Radius,Ref Star Luminosity,Ref Star Age,Ref Star Temperature,Biggest Suitable Star Radius,8th Moon Name,8th Moon Distance from arrival (ls),8th Moon Sub Type,8th Moon Surface Temperature (K),8th Moon Radius,Star Types,Is populated,Has M or TT Star ?,Coldest M or TT Star temp.,Coldest M or TT Star lum.,Has Toroid Station
Col 285 Sector BS-I c10-11,216.64,5,5,Col 285 Sector BS-I c10-11 ABCD 5,437,Y (Brown dwarf) Star,3664,true,false,1,0.0259,3674.8225215,3673.589760880456,Col 285 Sector BS-I c10-11 ABCD 5,Y (Brown dwarf) Star,9,3664,0.0793,V,8750,437,0.9906,Col 285 Sector BS-I c10-11 ABCD 5 h,3634,Icy body,91,4357.377,-G (White-Yellow) Star-K (Yellow-Orange) Star-M (Red dwarf) Star-M (Red dwarf) Star-Y (Brown dwarf) Star-,0,true,2144,VI,false
Mimuthi,163.29,1,1,Mimuthi 11,437,Class III gas giant,1881,false,true,1,0.0001,1881.1989494999998,1881.1989400940051,Mimuthi,K (Yellow-Orange) Star,0,0,0.7774,Vz,234,4607,0.7774,Mimuthi 11 h,1954,Icy body,91,3570.4539,-K (Yellow-Orange) Star-,1,false,,,false
HIP 100063,236.88,2,2,HIP 100063 7,437,Class III gas giant,2164,false,true,1,0.0037,2158.296426,2158.281652410401,HIP 100063 8,Y (Brown dwarf) Star,9,2783,0.0629,V,1868,344,1.0968,HIP 100063 7 h,2148,Rocky body,184,1233.0504,-F (White) Star-Y (Brown dwarf) Star-,1,false,,,false
Col 285 Sector LZ-E c12-16,259.65,1,1,Col 285 Sector LZ-E c12-16 1,437,Class III gas giant,2025,false,true,1,0.0035,2030.251743,2030.2393076699907,Col 285 Sector LZ-E c12-16,K (Yellow-Orange) Star,1,0,0.6471,Va,2524,3782,0.6471,Col 285 Sector LZ-E c12-16 1 h,2054,Icy body,76,2232.8958,-K (Yellow-Orange) Star-,0,false,,,false
Col 285 Sector ZK-O d6-79,224.91,2,2,Col 285 Sector ZK-O d6-79 9,436,Y (Brown dwarf) Star,3954,false,true,2,0.0383,77.29587450000001,77.23916142173283,Col 285 Sector ZK-O d6-79 9,Y (Brown dwarf) Star,9,3954,0.075,V,1526,436,1.1966,Col 285 Sector ZK-O d6-79 9 h,3935,Rocky body,334,2382.7964,-F (White) Star-Y (Brown dwarf) Star-,0,false,,,false
61 Ursae Majoris,31.33,4,4,61 Ursae Majoris AB 5,436,Class III gas giant,3347,true,false,1,0.0027,3316.8363345,3316.8242446095264,61 Ursae Majoris AB 4,Y (Brown dwarf) Star,9,2465,0.0623,V,1032,334,0.9296,61 Ursae Majoris AB 5 h,3374,Icy body,90,3606.7864,-Y (Brown dwarf) Star-G (White-Yellow) Star-Y (Brown dwarf) Star-M (Red dwarf) Star-,1,true,2573,Va,false
HIP 65899,248.58,1,1,HIP 65899 5,436,Class III gas giant,4957,false,true,1,0.0002,4956.6665655,4956.666466366667,HIP 65899,F (White) Star,0,0,1.1351,V,4538,6455,1.1351,HIP 65899 5 h,4921,Icy body,92,3119.2749,-F (White) Star-,0,false,,,false
Alpha Chamaelontis,63.80,3,3,Alpha Chamaelontis AB 2,435,Y (Brown dwarf) Star,5375,true,false,1,0.003,5199.2328959999995,5199.209499399325,Alpha Chamaelontis AB 2,Y (Brown dwarf) Star,9,5375,0.0789,V,1720,435,1.4344,Alpha Chamaelontis AB 2 h,5483,Rocky body,196,2940.2241,-F (White) Star-K (Yellow-Orange) Star-Y (Brown dwarf) Star-,1,false,,,false
HIP 29442,248.61,2,2,HIP 29442 2,435,Y (Brown dwarf) Star,3572,false,true,1,0.002,3578.9636610000002,3578.9565030655203,HIP 29442 2,Y (Brown dwarf) Star,9,3572,0.0793,V,7490,435,0.993,HIP 29442 2 h,3562,Rocky body,100,1806.9819,-K (Yellow-Orange) Star-Y (Brown dwarf) Star-,0,false,,,false
HIP 37715,254.42,5,5,HIP 37715 ABCD 1,435,Y (Brown dwarf) Star,3987,true,false,1,0.0002,4106.9608515,4106.960769360782,HIP 37715 ABCD 1,Y (Brown dwarf) Star,9,3987,0.0719,V,11824,435,1.1549,HIP 37715 ABCD 1 h,3954,Rocky body,124,1598.4526,-G (White-Yellow) Star-M (Red dwarf) Star-G (White-Yellow) Star-K (Yellow-Orange) Star-Y (Brown dwarf) Star-,0,true,2702,Va,false
LTT 11958,112.29,2,2,LTT 11958 A 7,435,Class III gas giant,2083,false,true,2,0.0052,2072.4176655,2072.3896462237512,LTT 11958 A,G (White-Yellow) Star,0,0,0.9285,V,1172,5169,0.9285,LTT 11958 A 7 h,2094,Rocky body,267,1177.4188,-G (White-Yellow) Star-M (Red dwarf) Star-,1,true,2948,Va,false
NLTT 21176,80.69,1,1,NLTT 21176 6,435,Class III gas giant,1812,false,true,1,0.0017,1809.192528,1809.1899137149082,NLTT 21176,M (Red dwarf) Star,3,0,0.5934,V,5740,3371,0.5934,NLTT 21176 6 h,1799,Icy body,111,1281.7616,-M (Red dwarf) Star-,1,true,3371,V,false
HIP 95891,227.30,1,1,HIP 95891 6,435,Class III gas giant,3138,false,true,1,0.0009,3135.5977184999997,3135.5964485826667,HIP 95891,G (White-Yellow) Star,0,0,0.9109,V,1158,5106,0.9109,HIP 95891 6 h,3209,Icy body,80,2709.4539,-G (White-Yellow) Star-,0,false,,,false
HIP 47934,184.58,2,2,HIP 47934 2,434,Class III gas giant,1632,false,false,0,0.0059,1625.7083894999998,1625.680093799235,HIP 47934 3,Y (Brown dwarf) Star,9,2381,0.0874,,2152,532,1.2271,HIP 47934 2 h,1622,Rocky body,197,480.1742,-F (White) Star-Y (Brown dwarf) Star-,0,false,,,false
Col 285 Sector WK-V b16-3,173.80,1,1,Col 285 Sector WK-V b16-3 11,434,Class III gas giant,1832,false,true,1,0.0038,1837.6358129999999,1837.6225452215333,Col 285 Sector WK-V b16-3,M (Red dwarf) Star,3,0,0.6249,Va,558,3329,0.6249,Col 285 Sector WK-V b16-3 11 h,1886,Icy body,66,3472.4917,-M (Red dwarf) Star-,0,true,3329,Va,false
HR 1645,189.75,1,1,HR 1645 6,434,Class III gas giant,2163,false,true,1,0.002,2166.280506,2166.276173434655,HR 1645,A (Blue-White) Star,0,0,1.6118,IV,738,9325,1.6118,HR 1645 6 h,2153,Rocky body,247,1421.0079,-A (Blue-White) Star-,1,false,,,false
HIP 1536,281.17,2,2,HIP 1536 A 5,434,Class III gas giant,2585,false,true,2,0.0001,2585.4946065,2585.494593572527,HIP 1536 A,G (White-Yellow) Star,0,0,1.0138,V,4000,5665,1.0138,HIP 1536 A 5 h,2518,Icy body,126,2622.6594,-K (Yellow-Orange) Star-G (White-Yellow) Star-,1,false,,,false
Col 285 Sector GG-N c7-24,218.19,2,2,Col 285 Sector GG-N c7-24 4,433,Class III gas giant,3212,false,true,2,0.173,1.097811,1.0812580128663938,Col 285 Sector GG-N c7-24 2,Y (Brown dwarf) Star,9,1930,0.0719,V,1240,427,0.8303,Col 285 Sector GG-N c7-24 4 h,3209,Icy body,102,2242.8398,-K (Yellow-Orange) Star-Y (Brown dwarf) Star-,0,false,,,false
HIP 76408,203.47,3,3,HIP 76408 3,432,Y (Brown dwarf) Star,6186,false,true,1,0.0149,6129.078813,6128.398416840579,HIP 76408 3,Y (Brown dwarf) Star,9,6186,0.0743,V,5304,432,0.9938,HIP 76408 3 h,6151,Icy body,79,5899.2456,-G (White-Yellow) Star-Y (Brown dwarf) Star-Y (Brown dwarf) Star-,0,false,,,false
HIP 109841,227.79,2,2,HIP 109841 13,432,Y (Brown dwarf) Star,2801,false,true,1,0.0015,2803.6595925,2803.656438381184,HIP 109841 13,Y (Brown dwarf) Star,9,2801,0.073,V,2628,432,1.105,HIP 109841 13 h,2753,Rocky body,126,3853.842,-F (White) Star-Y (Brown dwarf) Star-,0,false,,,false
HIP 22006,137.35,2,2,HIP 22006 1,432,Class III gas giant,983,false,true,1,0.0001,983.03985,983.0398450848006,HIP 22006,F (White) Star,0,0,1.2075,V,2840,6855,1.2075,HIP 22006 1 h,975,Rocky body,240,1004.7965,-F (White) Star-Y (Brown dwarf) Star-,1,false,,,false
Salaallang,195.30,2,2,Salaallang B 3,432,Class III gas giant,248155,false,true,2,0.0156,2530.454355,2530.1464305788218,Salaallang B,G (White-Yellow) Star,0,250334,1.0141,Va,968,5342,1.2352,Salaallang B 3 h,248166,Rocky body,172,1167.9373,-F (White) Star-G (White-Yellow) Star-,1,false,,,false
HIP 10071,292.80,2,2,HIP 10071 1,431,Y (Brown dwarf) Star,2412,false,true,1,0.0002,2412.389772,2412.389723752204,HIP 10071 1,Y (Brown dwarf) Star,9,2412,0.0791,V,2894,431,0.9849,HIP 10071 1 h,2409,Rocky body,119,2087.3589,-G (White-Yellow) Star-Y (Brown dwarf) Star-,0,false,,,false
HIP 20752,167.89,2,2,HIP 20752 4,431,Y (Brown dwarf) Star,3001,false,true,1,0.0023,2994.7785075,2994.7705863003716,HIP 20752 4,Y (Brown dwarf) Star,9,3001,0.0736,V,4304,431,1.0641,HIP 20752 4 h,3015,Rocky body,119,1306.3149,-G (White-Yellow) Star-Y (Brown dwarf) Star-,0,false,,,false
HIP 101504,270.68,3,3,HIP 101504 12,431,Y (Brown dwarf) Star,2462,false,true,1,0.0897,2467.4799239999998,2457.533092544043,HIP 101504 12,Y (Brown dwarf) Star,9,2462,0.0759,V,6250,431,1.0835,HIP 101504 12 h,2450,Icy body,100,5440.4336,-G (White-Yellow) Star-Y (Brown dwarf) Star-Y (Brown dwarf) Star-,0,false,,,false
LHS 378,47.23,1,1,LHS 378 6,431,Class III gas giant,1934,false,true,1,0,1934.043579,1934.043579,LHS 378,White Dwarf (DC) Star,0,0,0.0103,O,6968,12784,0.0103,LHS 378 6 h,1945,Icy body,57,3072.3735,-White Dwarf (DC) Star-,1,false,,,false
Col 285 Sector XG-K c9-16,259.96,1,1,Col 285 Sector XG-K c9-16 6,431,Class III gas giant,1286,false,false,0,0.0042,1289.828124,1289.8167476657763,Col 285 Sector XG-K c9-16,K (Yellow-Orange) Star,0,0,0.8366,,676,4460,0.8366,Col 285 Sector XG-K c9-16 6 h,1288,Rocky body,188,2267.9546,-K (Yellow-Orange) Star-,0,false,,,false
HIP 74464,263.02,1,1,HIP 74464 3,431,Class III gas giant,1606,false,false,0,0.0041,1607.79411,1607.7805964337144,HIP 74464,G (White-Yellow) Star,0,0,1.2466,V,2920,7227,1.2466,HIP 74464 3 h,1617,Rocky body,201,923.4551,-G (White-Yellow) Star-,0,false,,,false
Mechtan,115.42,1,1,Mechtan 1,431,Class III gas giant,3440,false,true,1,0.0031,3430.759176,3430.742691162555,Mechtan,G (White-Yellow) Star,0,0,0.985,Vab,1392,5737,0.985,Mechtan 1 h,3437,Rocky body,112,1246.6194,-G (White-Yellow) Star-,1,false,,,false
HIP 100063,236.88,2,2,HIP 100063 9,431,Class III gas giant,4080,false,true,1,0.0052,4060.6531874999996,4060.5982870977755,HIP 100063 8,Y (Brown dwarf) Star,9,2783,0.0629,V,1868,344,1.0968,HIP 100063 9 h,4056,Icy body,95,811.8176,-F (White) Star-Y (Brown dwarf) Star-,1,false,,,false
Col 285 Sector UW-E b27-1,283.08,1,1,Col 285 Sector UW-E b27-1 3,431,Class III gas giant,4588,false,true,2,0.1131,4.1417415,4.115166471130443,Col 285 Sector UW-E b27-1,M (Red dwarf) Star,5,0,0.5368,Va,3118,3041,0.5368,Col 285 Sector UW-E b27-1 3 h,4564,Icy body,50,2037.8904,-M (Red dwarf) Star-,0,true,3041,Va,false
Col 285 Sector XO-H c10-1,240.39,1,1,Col 285 Sector XO-H c10-1 11,431,Class III gas giant,2559,false,true,2,0.1803,0.9980100000000001,0.9816542790427355,Col 285 Sector XO-H c10-1,K (Yellow-Orange) Star,0,0,0.7617,Va,826,4480,0.7617,Col 285 Sector XO-H c10-1 11 h,2558,Icy body,102,3169.8877,-K (Yellow-Orange) Star-,0,false,,,false
HIP 3629,225.27,3,3,HIP 3629 3,430,Class III gas giant,656,false,true,1,0.0001,656.4410774999999,656.4410742177945,HIP 3629,G (White-Yellow) Star,0,0,1.0122,V,3894,5769,1.0122,HIP 3629 3 h,658,Rocky body,232,1960.2113,-G (White-Yellow) Star-Y (Brown dwarf) Star-Y (Brown dwarf) Star-,1,false,,,false
HIP 34138,278.77,2,2,HIP 34138 1,430,Class III gas giant,1741,false,true,1,0.0023,1737.635211,1737.6306149487887,HIP 34138 2,Y (Brown dwarf) Star,9,2530,0.0605,V,2352,392,1.4315,HIP 34138 1 h,1722,Rocky body,224,740.9001,-F (White) Star-Y (Brown dwarf) Star-,0,false,,,false
Kundinke,237.45,1,1,Kundinke 3,430,Class III gas giant,1326,false,true,1,0.0051,1318.970016,1318.952862683402,Kundinke,K (Yellow-Orange) Star,0,0,0.7068,Va,5318,4074,0.7068,Kundinke 3 h,1357,Icy body,97,2028.1661,-K (Yellow-Orange) Star-,1,false,,,false
Lambda Muscae,127.14,3,3,Lambda Muscae 1,429,Y (Brown dwarf) Star,1750,false,true,1,0.0014,1747.9646145,1747.9629014938382,Lambda Muscae 1,Y (Brown dwarf) Star,9,1750,0.0681,V,1106,429,1.9914,Lambda Muscae 1 h,1753,Rocky body,347,1566.7136,-A (Blue-White) Star-Y (Brown dwarf) Star-Y (Brown dwarf) Star-,1,false,,,false
HIP 66433,265.16,3,3,HIP 66433 B 11,429,Y (Brown dwarf) Star,59875,false,true,2,0.0177,3467.4360435,3466.8928444329244,HIP 66433 B 11,Y (Brown dwarf) Star,9,59875,0.0732,V,868,429,1.4685,HIP 66433 B 11 h,59893,Rocky body,172,2413.4326,-A (Blue-White) Star-F (White) Star-Y (Brown dwarf) Star-,0,false,,,false
HIP 61928,212.45,2,2,HIP 61928 15,429,Y (Brown dwarf) Star,3213,false,true,1,0.0186,3167.5340385,3166.986071064217,HIP 61928 15,Y (Brown dwarf) Star,9,3213,0.0746,V,3184,429,1.1747,HIP 61928 15 h,3212,Rocky body,178,1101.0203,-F (White) Star-Y (Brown dwarf) Star-,0,false,,,false
HR 6059,252.64,2,2,HR 6059 15,429,Class III gas giant,4665,false,false,0,0.0057,4641.0958035,4641.02040828627,HR 6059 14,Y (Brown dwarf) Star,9,3424,0.0478,V,298,272,1.6889,HR 6059 15 h,4697,Rocky body,166,1869.6382,-A (Blue-White) Star-Y (Brown dwarf) Star-,0,false,,,false
Col 285 Sector BW-M d7-57,260.62,2,2,Col 285 Sector BW-M d7-57 11,429,Class III gas giant,4397,false,true,1,0.0414,4336.9023555,4333.1841230106775,Col 285 Sector BW-M d7-57 10,Y (Brown dwarf) Star,9,3025,0.0654,V,444,355,0.914,Col 285 Sector BW-M d7-57 11 h,4423,Icy body,128,2335.5176,-K (Yellow-Orange) Star-Y (Brown dwarf) Star-,0,false,,,false
Aries Dark Region IM-V c2-16,279.47,2,2,Aries Dark Region IM-V c2-16 A 2,428,Class III gas giant,1126,false,true,2,0.0076,1132.7912505,1132.7585350162672,Aries Dark Region IM-V c2-16 A,K (Yellow-Orange) Star,0,0,0.8977,Va,12138,4635,0.8977,Aries Dark Region IM-V c2-16 A 2 h,1101,Icy body,129,2512.646,-K (Yellow-Orange) Star-M (Red dwarf) Star-,0,true,3024,Va,false
77 Aquarii,134.36,1,1,77 Aquarii 3,428,Class III gas giant,816,false,true,1,0.0009,815.3741699999999,815.3738397733943,77 Aquarii,K (Yellow-Orange giant) Star,0,0,6,III,9916,4158,6,77 Aquarii 3 h,816,Rocky body,349,480.8416,-K (Yellow-Orange giant) Star-,1,false,,,false
HIP 72663,140.32,1,1,HIP 72663 2,428,Class III gas giant,2281,false,true,1,0.0001,2280.6524520000003,2280.6524405967375,HIP 72663,G (White-Yellow) Star,0,0,0.9486,V,8896,5558,0.9486,HIP 72663 2 h,2281,Rocky body,123,1258.8636,-G (White-Yellow) Star-,1,false,,,false
Col 285 Sector HS-S c4-1,295.85,1,1,Col 285 Sector HS-S c4-1 8,428,Class III gas giant,2424,false,true,1,0.0149,2401.8607665,2401.5941331459753,Col 285 Sector HS-S c4-1,K (Yellow-Orange) Star,0,0,0.9676,Va,422,5012,0.9676,Col 285 Sector HS-S c4-1 8 h,2424,Icy body,104,3027.7598,-K (Yellow-Orange) Star-,0,false,,,false
Col 285 Sector GR-U c3-3,224.45,2,2,Col 285 Sector GR-U c3-3 AB 1,428,Class III gas giant,3633,true,false,1,0.0059,3519.98127,3519.9200041928257,Col 285 Sector GR-U c3-3 B,M (Red dwarf) Star,3,1372,0.5205,Va,1452,3297,0.7433,Col 285 Sector GR-U c3-3 AB 1 h,3657,Icy body,74,1726.2216,-K (Yellow-Orange) Star-M (Red dwarf) Star-,0,true,3297,Va,false
Col 285 Sector UT-H c10-18,204.13,3,3,Col 285 Sector UT-H c10-18 11,427,Y (Brown dwarf) Star,2795,false,true,1,0.0224,2738.8887434999997,2738.20152487651,Col 285 Sector UT-H c10-18 11,Y (Brown dwarf) Star,9,2795,0.0753,V,534,427,0.8192,Col 285 Sector UT-H c10-18 11 h,2906,Icy body,89,5138.5688,-K (Yellow-Orange) Star-Y (Brown dwarf) Star-Y (Brown dwarf) Star-,0,false,,,false
Navajoar,98.44,1,1,Navajoar 2,427,Class III gas giant,1289,false,true,1,0.0017,1288.4309099999998,1288.4290482159897,Navajoar,F (White) Star,0,0,1.1776,Vb,3386,6887,1.1776,Navajoar 2 h,1284,Rocky body,220,676.9376,-F (White) Star-,1,false,,,false
HR 8835,249.74,1,1,HR 8835 1,427,Class III gas giant,1263,false,true,1,0.0001,1263.2311574999999,1263.2311511838438,HR 8835,K (Yellow-Orange giant) Star,0,0,9.8147,III,8814,4110,9.8147,HR 8835 1 h,1261,Rocky body,357,1041.0586,-K (Yellow-Orange giant) Star-,0,false,,,false
81 Tauri,146.56,1,1,81 Tauri 2,426,Class III gas giant,2747,false,true,1,0.0001,2747.222127,2747.2221132638892,81 Tauri,A (Blue-White) Star,0,0,1.3268,V,3318,7610,1.3268,81 Tauri 2 h,2737,Rocky body,204,1417.3965,-A (Blue-White) Star-,0,false,,,false
Lyncis Sector EG-Y d124,178.20,4,4,Lyncis Sector EG-Y d124 CD 1,426,Class III gas giant,34891,true,false,2,0.002,1203.7497615,1203.7473539980697,Lyncis Sector EG-Y d124 D,M (Red dwarf) Star,7,33798,0.4131,Va,1614,2537,1.1178,Lyncis Sector EG-Y d124 CD 1 h,34899,Rocky body,152,906.521,-F (White) Star-M (Red dwarf) Star-M (Red dwarf) Star-M (Red dwarf) Star-,1,true,2537,Va,false
Col 285 Sector ZZ-P d5-95,251.11,1,1,Col 285 Sector ZZ-P d5-95 2,426,Class III gas giant,2462,false,true,1,0.1265,2684.746701,2663.1790764531756,Col 285 Sector ZZ-P d5-95,F (White) Star,0,0,1.282,Vab,1612,6580,1.282,Col 285 Sector ZZ-P d5-95 2 h,2450,Rocky body,163,807.4285,-F (White) Star-,0,false,,,false
HIP 77421,212.60,3,3,HIP 77421 4,426,Class III gas giant,828,false,true,1,0.0027,828.7974045,828.7943835279549,HIP 77421,G (White-Yellow) Star,0,0,1.2108,V,4160,7068,1.2108,HIP 77421 4 h,829,Rocky body,554,1480.8296,-G (White-Yellow) Star-Y (Brown dwarf) Star-Y (Brown dwarf) Star-,0,false,,,false
Col 285 Sector ID-H c11-3,224.95,2,2,Col 285 Sector ID-H c11-3 3,425,Y (Brown dwarf) Star,1769,false,true,1,0.0105,1787.535711,1787.4371703778302,Col 285 Sector ID-H c11-3 3,Y (Brown dwarf) Star,9,1769,0.078,V,8724,425,0.9128,Col 285 Sector ID-H c11-3 3 h,1776,Rocky body,114,1496.2968,-K (Yellow-Orange) Star-Y (Brown dwarf) Star-,0,false,,,false
HIP 25085,250.70,3,3,HIP 25085 AB 3,425,Class III gas giant,1275,true,false,2,0.0014,1295.0177760000001,1295.0165068819579,HIP 25085 B,M (Red dwarf) Star,9,73,0.363,Va,9696,2319,0.743,HIP 25085 AB 3 h,1275,Rocky body,159,1422.3344,-K (Yellow-Orange) Star-M (Red dwarf) Star-M (Red dwarf) Star-,0,true,2319,Va,false
Col 285 Sector MR-M c7-19,244.19,7,7,Col 285 Sector MR-M c7-19 ABCDE 1,424,Y (Brown dwarf) Star,3250,true,false,1,0.0035,2828.0609369999997,2828.043615073712,Col 285 Sector MR-M c7-19 ABCDE 1,Y (Brown dwarf) Star,9,3250,0.0746,V,5228,424,0.9665,Col 285 Sector MR-M c7-19 ABCDE 1 h,3254,Rocky body,111,1678.6412,-G (White-Yellow) Star-M (Red dwarf) Star-Y (Brown dwarf) Star-Y (Brown dwarf) Star-M (Red dwarf) Star-L (Brown dwarf) Star-L (Brown dwarf) Star-,0,true,2800,Va,false
Col 285 Sector BH-C c13-20,220.13,1,1,Col 285 Sector BH-C c13-20 9,424,Class III gas giant,1994,false,true,1,0.0005,1994.2235819999999,1994.2233327220367,Col 285 Sector BH-C c13-20,K (Yellow-Orange) Star,0,0,0.6372,Va,2358,3959,0.6372,Col 285 Sector BH-C c13-20 9 h,1988,Icy body,86,3049.574,-K (Yellow-Orange) Star-,0,false,,,false
HR 2365,117.30,1,1,HR 2365 3,424,Class III gas giant,1801,false,true,1,0,1801.3581495,1801.3581495,HR 2365,F (White) Star,0,0,1.2661,V,1232,7178,1.2661,HR 2365 3 h,1802,Rocky body,189,1151.7793,-F (White) Star-,1,false,,,false
HR 2728,294.38,2,2,HR 2728 A 1,424,Class III gas giant,1343,false,true,2,0.0016,1343.022057,1343.0203379306665,HR 2728 A,G (White-Yellow) Star,0,0,9.2938,III,9094,4649,9.2938,HR 2728 A 1 h,1342,Rocky body,392,693.7795,-G (White-Yellow) Star-M (Red dwarf) Star-,0,true,3062,Va,false
Khakari,135.90,1,1,Khakari 1,423,Class III gas giant,2085,false,true,1,0,2084.6432879999998,2084.6432879999998,Khakari,K (Yellow-Orange) Star,0,0,0.9583,Va,3688,4831,0.9583,Khakari 1 h,2101,Icy body,111,1482.0656,-K (Yellow-Orange) Star-,1,false,,,false
HIP 86245,193.58,1,1,HIP 86245 3,423,Class III gas giant,2548,false,true,2,0.0683,0.598806,0.597407685286988,HIP 86245,G (White-Yellow) Star,0,0,0.9259,V,9678,5274,0.9259,HIP 86245 3 h,2531,Rocky body,169,1245.4635,-G (White-Yellow) Star-,0,false,,,false
Hyades Sector IR-V c2-16,208.52,2,2,Hyades Sector IR-V c2-16 A 3,423,Class III gas giant,3608,false,true,3,0.1048,1.7964179999999998,1.7865256977443824,Hyades Sector IR-V c2-16 A,K (Yellow-Orange) Star,0,0,0.8176,Vab,5378,4769,0.8176,Hyades Sector IR-V c2-16 A 3 h,3635,Icy body,90,1823.59,-K (Yellow-Orange) Star-K (Yellow-Orange) Star-,0,false,,,false
HIP 113631,263.90,5,5,HIP 113631 ABCD 1,422,Y (Brown dwarf) Star,3569,true,false,1,0.0002,3833.0071065,3833.0070298398573,HIP 113631 ABCD 1,Y (Brown dwarf) Star,9,3569,0.0709,V,8208,422,1.1949,HIP 113631 ABCD 1 h,3605,Rocky body,163,727.8736,-G (White-Yellow) Star-G (White-Yellow) Star-G (White-Yellow) Star-K (Yellow-Orange) Star-Y (Brown dwarf) Star-,0,false,,,false
Wolf 1268,185.87,2,2,Wolf 1268 3,422,Class III gas giant,1503,false,true,1,0.0031,1503.302463,1503.295239614311,Wolf 1268 1,Y (Brown dwarf) Star,9,1146,0.0452,V,1376,284,1.3454,Wolf 1268 3 h,1512,Rocky body,229,753.714,-F (White) Star-Y (Brown dwarf) Star-,1,false,,,false
HIP 101268,149.77,3,3,HIP 101268 5,421,Y (Brown dwarf) Star,4334,false,true,2,0.0262,0.1497015,0.14965011063072642,HIP 101268 5,Y (Brown dwarf) Star,9,4334,0.076,V,2352,421,1.2941,HIP 101268 5 h,4353,Rocky body,194,2105.0249,-F (White) Star-Y (Brown dwarf) Star-Y (Brown dwarf) Star-,1,false,,,false
HIP 22889,233.16,2,2,HIP 22889 5,421,Y (Brown dwarf) Star,2588,false,true,1,0.009,2611.4927669999997,2611.3869994010993,HIP 22889 5,Y (Brown dwarf) Star,9,2588,0.0742,V,4504,421,1.0058,HIP 22889 5 h,2645,Rocky body,135,3420.375,-G (White-Yellow) Star-Y (Brown dwarf) Star-,0,false,,,false
HIP 21878,189.00,2,2,HIP 21878 A 1,421,Class III gas giant,747,false,true,2,0.0012,747.5593905,747.558852257045,HIP 21878 A,G (White-Yellow) Star,0,0,1.2146,V,7288,7048,1.2146,HIP 21878 A 1 h,752,Rocky body,278,822.2419,-G (White-Yellow) Star-K (Yellow-Orange) Star-,0,false,,,false
Col 285 Sector TY-R d4-51,244.08,1,1,Col 285 Sector TY-R d4-51 4,421,Class III gas giant,1530,false,true,1,0.0015,1527.8036085,1527.8018897199738,Col 285 Sector TY-R d4-51,F (White) Star,0,0,1.0543,Vb,5544,6537,1.0543,Col 285 Sector TY-R d4-51 4 h,1557,Rocky body,179,931.2872,-F (White) Star-,0,false,,,false
Atunung,256.41,2,2,Atunung 3,420,Y (Brown dwarf) Star,1864,false,true,1,0.0061,1874.562183,1874.527306446143,Atunung 3,Y (Brown dwarf) Star,9,1864,0.076,V,2600,420,0.7625,Atunung 3 h,1808,Icy body,82,2287.2039,-K (Yellow-Orange) Star-Y (Brown dwarf) Star-,1,false,,,false
Zeta Octantis,162.25,1,1,Zeta Octantis 6,420,Class III gas giant,3574,false,true,1,0.0086,3587.1972435,3587.064586493062,Zeta Octantis,A (Blue-White) Star,0,0,1.635,IV,586,9515,1.635,Zeta Octantis 6 h,3561,Rocky body,186,980.0436,-A (Blue-White) Star-,0,false,,,false
Col 285 Sector MD-S d4-44,171.22,2,2,Col 285 Sector MD-S d4-44 6,419,Y (Brown dwarf) Star,2248,false,true,1,0.0024,2249.4646395,2249.4581610325095,Col 285 Sector MD-S d4-44 6,Y (Brown dwarf) Star,9,2248,0.0733,V,678,419,1.1531,Col 285 Sector MD-S d4-44 6 h,2254,Rocky body,173,1352.7504,-F (White) Star-Y (Brown dwarf) Star-,0,false,,,false
Col 285 Sector RY-H c10-7,187.54,2,2,Col 285 Sector RY-H c10-7 11,419,Y (Brown dwarf) Star,1724,false,true,1,0.0031,1718.273817,1718.2655606744734,Col 285 Sector RY-H c10-7 11,Y (Brown dwarf) Star,9,1724,0.0758,Vz,238,419,0.6961,Col 285 Sector RY-H c10-7 11 h,1640,Icy body,82,3301.9692,-K (Yellow-Orange) Star-Y (Brown dwarf) Star-,0,false,,,false
HIP 19507,262.43,4,4,HIP 19507 7,418,Y (Brown dwarf) Star,3542,false,true,1,0.0217,3467.7354465,3466.918889389335,HIP 19507 7,Y (Brown dwarf) Star,9,3542,0.0673,V,2840,418,1.3907,HIP 19507 7 h,3420,Rocky body,165,2770.9541,-F (White) Star-Y (Brown dwarf) Star-Y (Brown dwarf) Star-Y (Brown dwarf) Star-,0,false,,,false
HIP 25436,233.13,5,5,HIP 25436 11,418,Y (Brown dwarf) Star,6096,false,true,1,0.0283,5932.6205445,5930.244380409246,HIP 25436 11,Y (Brown dwarf) Star,9,6096,0.0717,V,410,418,1.3034,HIP 25436 11 h,5979,Icy body,81,2188.0322,-F (White) Star-Y (Brown dwarf) Star-Y (Brown dwarf) Star-T (Brown dwarf) Star-Y (Brown dwarf) Star-,0,false,,,false
