System name,Distance from Sol (ly),Counting moons of moons,System stars count,System suitable stars count,Gas Body Name,Gas Body Surface Temperature (K),Gas Sub Type,Gas distance from arrival (ls),Gas has multiple stars ?,Gas star as orbit center ?,Gas orbit centers count,Gas orbital eccentricity,Gas semi major axis (ls),Gas semi minor axis (ls),Ref Star Name,Ref Star Sub Type,Ref Star Temp Class,Ref Star Distance from arrival (ls),Ref Star Radius,Ref Star Luminosity,Ref Star Age,Ref Star Temperature,Moon Star Diistance,Biggest Suitable Star Radius,8th Moon Name,8th Moon Distance from arrival (ls),8th Moon Sub Type,8th Moon Surface Temperature (K),8th Moon Radius,Star Types,Is populated,Has M or TT Star ?,Coldest M or TT Star temp.,Coldest M or TT Star lum.,Has Toroid Station
Tascheter Sector OS-T a3-3,78.14,true,1,1,Tascheter Sector OS-T a3-3,1297,T (Brown dwarf) Star,0,false,false,0,,0,0,Tascheter Sector OS-T a3-3,T (Brown dwarf) Star,9,0,0.2234,V,7484,1297,2100,0.2234,Tascheter Sector OS-T a3-3 7,2100,Icy body,20,9695.6016,-T (Brown dwarf) Star-,0,false,,,false
LFT 759,64.07,true,2,2,LFT 759 B,1297,T (Brown dwarf) Star,105871,false,false,1,0.2569,93329.4540555,90197.13005688682,LFT 759 B,T (Brown dwarf) Star,9,105871,0.2076,V,12368,1297,230,0.3771,LFT 759 B 6,106101,Icy body,20,6569.167,-M (Red dwarf) Star-T (Brown dwarf) Star-,0,true,2146,V,false
Ngaru,65.15,true,1,1,Ngaru,1295,T (Brown dwarf) Star,0,false,false,0,,0,0,Ngaru,T (Brown dwarf) Star,9,0,0.2219,V,12156,1295,20,0.2219,Ngaru 2,20,Icy body,115,561.066,-T (Brown dwarf) Star-,1,false,,,false
LHS 528,68.65,true,4,4,LHS 528 D,1291,T (Brown dwarf) Star,449883,false,false,2,0.0842,608.7861,606.6242243113304,LHS 528 D,T (Brown dwarf) Star,9,449883,0.2221,V,9478,1291,5,0.4874,LHS 528 D 5,449878,Icy body,119,2795.4224,-M (Red dwarf) Star-M (Red dwarf) Star-T (Brown dwarf) Star-M (Red dwarf) Star-,1,true,2070,VI,false
LP 844-28,39.76,true,3,3,LP 844-28 C,1285,T (Brown dwarf) Star,16057,false,false,1,0.0867,11805.2107875,11760.757857518247,LP 844-28 C,T (Brown dwarf) Star,9,16057,0.2399,V,11402,1285,158,0.419,LP 844-28 C 6,15899,Icy body,53,3707.1599,-T (Brown dwarf) Star-M (Red dwarf) Star-T (Brown dwarf) Star-,1,true,2439,V,false
LTT 8679,49.43,true,4,4,LTT 8679 D,1284,T (Brown dwarf) Star,326340,false,false,1,0.0331,287674.68588299997,287517.0530638441,LTT 8679 D,T (Brown dwarf) Star,9,326340,0.216,V,9922,1284,1132,0.4732,LTT 8679 D 6,325208,Icy body,20,4391.3179,-M (Red dwarf) Star-T (Brown dwarf) Star-L (Brown dwarf) Star-T (Brown dwarf) Star-,1,true,2686,V,false
Col 285 Sector EO-I a39-3,74.91,true,1,1,Col 285 Sector EO-I a39-3,1283,T (Brown dwarf) Star,0,false,false,0,,0,0,Col 285 Sector EO-I a39-3,T (Brown dwarf) Star,9,0,0.2198,Vz,232,1283,1078,0.2198,Col 285 Sector EO-I a39-3 6,1078,Icy body,20,6654.3198,-T (Brown dwarf) Star-,0,false,,,false
Piscium Sector GD-I a10-3,65.92,true,1,1,Piscium Sector GD-I a10-3,1282,T (Brown dwarf) Star,0,false,false,0,,0,0,Piscium Sector GD-I a10-3,T (Brown dwarf) Star,9,0,0.2438,Vz,232,1282,1630,0.2438,Piscium Sector GD-I a10-3 5,1630,Icy body,20,4551.8989,-T (Brown dwarf) Star-,0,false,,,false
Col 285 Sector WW-L a37-1,66.63,true,1,1,Col 285 Sector WW-L a37-1,1281,T (Brown dwarf) Star,0,false,false,0,,0,0,Col 285 Sector WW-L a37-1,T (Brown dwarf) Star,9,0,0.2447,V,444,1281,2135,0.2447,Col 285 Sector WW-L a37-1 7,2135,Icy body,20,1077.0269,-T (Brown dwarf) Star-,0,false,,,false
LP 255-11,43.50,true,3,3,LP 255-11 C,1281,T (Brown dwarf) Star,95120,false,false,2,0.169,5422.0386285,5344.048301422338,LP 255-11 C,T (Brown dwarf) Star,9,95120,0.2287,V,10306,1281,308,0.4621,LP 255-11 C 5 a,94812,Icy body,31,1788.2369,-L (Brown dwarf) Star-M (Red dwarf) Star-T (Brown dwarf) Star-,1,true,2618,V,false
Tascheter Sector ER-M a7-0,46.38,true,1,1,Tascheter Sector ER-M a7-0,1280,T (Brown dwarf) Star,0,false,false,0,,0,0,Tascheter Sector ER-M a7-0,T (Brown dwarf) Star,9,0,0.25,V,11108,1280,2913,0.25,Tascheter Sector ER-M a7-0 5,2913,Icy body,20,8599.2178,-T (Brown dwarf) Star-,0,false,,,false
Core Sys Sector VD-T a3-2,44.74,true,1,1,Core Sys Sector VD-T a3-2,1280,T (Brown dwarf) Star,0,false,false,0,,0,0,Core Sys Sector VD-T a3-2,T (Brown dwarf) Star,9,0,0.2088,V,5692,1280,1306,0.2088,Core Sys Sector VD-T a3-2 6,1306,Icy body,20,3138.1499,-T (Brown dwarf) Star-,0,false,,,false
Wala,51.80,true,2,2,Wala B,1278,T (Brown dwarf) Star,357237,false,false,1,0.2484,248035.724703,240261.67622898496,Wala B,T (Brown dwarf) Star,9,357237,0.2094,V,3578,1278,332,0.5932,Wala B 6,356905,Icy body,23,9760.709,-M (Red dwarf) Star-T (Brown dwarf) Star-,1,true,3303,V,false
Piscium Sector NE-G a11-1,73.48,true,1,1,Piscium Sector NE-G a11-1,1277,T (Brown dwarf) Star,0,false,false,0,,0,0,Piscium Sector NE-G a11-1,T (Brown dwarf) Star,9,0,0.208,V,710,1277,1505,0.208,Piscium Sector NE-G a11-1 6,1505,Icy body,20,3672.7285,-T (Brown dwarf) Star-,0,false,,,false
Tascheter Sector GR-M a7-1,48.98,true,1,1,Tascheter Sector GR-M a7-1,1275,T (Brown dwarf) Star,0,false,false,0,,0,0,Tascheter Sector GR-M a7-1,T (Brown dwarf) Star,9,0,0.2267,V,394,1275,1963,0.2267,Tascheter Sector GR-M a7-1 7,1963,Icy body,20,1680.3629,-T (Brown dwarf) Star-,0,false,,,false
Alrai Sector FQ-P a5-1,74.77,true,1,1,Alrai Sector FQ-P a5-1,1273,T (Brown dwarf) Star,0,false,false,0,,0,0,Alrai Sector FQ-P a5-1,T (Brown dwarf) Star,9,0,0.2078,V,11866,1273,320,0.2078,Alrai Sector FQ-P a5-1 7,320,Icy body,27,4733.7104,-T (Brown dwarf) Star-,0,false,,,false
Piscium Sector SZ-O a6-1,72.19,true,2,2,Piscium Sector SZ-O a6-1 B,1270,T (Brown dwarf) Star,28776,false,false,1,0.3269,18857.798154,17821.73063364517,Piscium Sector SZ-O a6-1 B,T (Brown dwarf) Star,9,28776,0.2136,V,12894,1270,77,0.3236,Piscium Sector SZ-O a6-1 B 7,28853,Icy body,37,4811.9321,-L (Brown dwarf) Star-T (Brown dwarf) Star-,0,false,,,false
Njirus,59.37,true,1,1,Njirus,1268,T (Brown dwarf) Star,0,false,false,0,,0,0,Njirus,T (Brown dwarf) Star,9,0,0.2278,V,12306,1268,2335,0.2278,Njirus 6,2335,Icy body,20,3136.0591,-T (Brown dwarf) Star-,1,false,,,false
Tascheter Sector SY-R a4-1,70.48,true,1,1,Tascheter Sector SY-R a4-1,1268,T (Brown dwarf) Star,0,false,false,0,,0,0,Tascheter Sector SY-R a4-1,T (Brown dwarf) Star,9,0,0.2042,V,582,1268,2935,0.2042,Tascheter Sector SY-R a4-1 5,2935,Icy body,20,6868.7793,-T (Brown dwarf) Star-,0,false,,,false
Piscium Sector YF-N a7-0,58.29,true,1,1,Piscium Sector YF-N a7-0,1267,T (Brown dwarf) Star,0,false,false,0,,0,0,Piscium Sector YF-N a7-0,T (Brown dwarf) Star,9,0,0.2226,V,278,1267,1150,0.2226,Piscium Sector YF-N a7-0 13 a,1150,Icy body,20,521.6138,-T (Brown dwarf) Star-,0,false,,,false
LTT 1678,35.03,true,2,2,LTT 1678 B,1266,T (Brown dwarf) Star,32490,false,false,1,0.1344,25554.644856,25322.791698053265,LTT 1678 B,T (Brown dwarf) Star,9,32490,0.1984,V,1108,1266,1021,0.4499,LTT 1678 B 4,31469,Class I gas giant,25,52049.0938,-M (Red dwarf) Star-T (Brown dwarf) Star-,1,true,2522,V,false
Piscium Sector EX-J a9-1,51.78,true,1,1,Piscium Sector EX-J a9-1,1264,T (Brown dwarf) Star,0,false,false,0,,0,0,Piscium Sector EX-J a9-1,T (Brown dwarf) Star,9,0,0.2072,V,12692,1264,512,0.2072,Piscium Sector EX-J a9-1 7,512,Icy body,21,2392.0454,-T (Brown dwarf) Star-,0,false,,,false
G 172-15,66.60,true,2,2,G 172-15 B,1263,T (Brown dwarf) Star,29862,false,false,1,0.0329,23598.7947585,23586.019514833868,G 172-15 B,T (Brown dwarf) Star,9,29862,0.2036,V,9812,1263,184,0.4763,G 172-15 B 6,30046,Icy body,25,6078.168,-M (Red dwarf) Star-T (Brown dwarf) Star-,0,true,2728,V,false
Core Sys Sector HW-N a6-1,48.86,true,1,1,Core Sys Sector HW-N a6-1,1263,T (Brown dwarf) Star,0,false,false,0,,0,0,Core Sys Sector HW-N a6-1,T (Brown dwarf) Star,9,0,0.2019,V,6918,1263,2851,0.2019,Core Sys Sector HW-N a6-1 5,2851,Icy body,20,8285.2354,-T (Brown dwarf) Star-,0,false,,,false
Core Sys Sector SX-U a2-0,47.42,true,1,1,Core Sys Sector SX-U a2-0,1260,T (Brown dwarf) Star,0,false,false,0,,0,0,Core Sys Sector SX-U a2-0,T (Brown dwarf) Star,9,0,0.2171,V,13058,1260,989,0.2171,Core Sys Sector SX-U a2-0 6,989,Icy body,20,8313.8525,-T (Brown dwarf) Star-,0,false,,,false
Alrai Sector EQ-P a5-1,76.05,true,1,1,Alrai Sector EQ-P a5-1,1258,T (Brown dwarf) Star,0,false,false,0,,0,0,Alrai Sector EQ-P a5-1,T (Brown dwarf) Star,9,0,0.2465,V,10016,1258,3118,0.2465,Alrai Sector EQ-P a5-1 6,3118,Icy body,20,2134.8845,-T (Brown dwarf) Star-,0,false,,,false
LHS 250,42.81,true,3,3,LHS 250 C,1257,T (Brown dwarf) Star,69448,false,false,1,0.1084,53748.626958,53431.90556216786,LHS 250 C,T (Brown dwarf) Star,9,69448,0.209,V,7644,1257,1680,0.511,LHS 250 C 6,71128,Icy body,20,9898.1855,-M (Red dwarf) Star-T (Brown dwarf) Star-T (Brown dwarf) Star-,1,true,3012,V,false
Alrai Sector RI-T a3-0,78.89,true,1,1,Alrai Sector RI-T a3-0,1252,T (Brown dwarf) Star,0,false,false,0,,0,0,Alrai Sector RI-T a3-0,T (Brown dwarf) Star,9,0,0.2208,V,12172,1252,3162,0.2208,Alrai Sector RI-T a3-0 6,3162,Icy body,20,3093.9673,-T (Brown dwarf) Star-,0,false,,,false
L 26-27,32.59,true,2,2,L 26-27 B,1251,T (Brown dwarf) Star,292255,false,false,1,0.124,231758.3313045,229969.67100824005,L 26-27 B,T (Brown dwarf) Star,9,292255,0.2525,V,7208,1251,1570,0.5365,L 26-27 B 6,290685,Icy body,20,8069.9487,-T (Brown dwarf) Star-M (Red dwarf) Star-,1,true,3012,V,false
RY Sextantis,44.66,true,2,2,RY Sextantis B,1249,T (Brown dwarf) Star,51680,false,false,1,0.2489,37260.553648500005,36087.9338079307,RY Sextantis B,T (Brown dwarf) Star,9,51680,0.2318,V,11698,1249,526,0.4008,RY Sextantis B 6,51154,Icy body,20,5330.6069,-M (Red dwarf) Star-T (Brown dwarf) Star-,0,true,2291,V,false
LHS 3205,73.14,true,2,2,LHS 3205 B,1248,T (Brown dwarf) Star,46982,false,false,1,0.3103,36768.235315499995,34953.30688134237,LHS 3205 B,T (Brown dwarf) Star,9,46982,0.1945,V,10122,1248,2307,0.434,LHS 3205 B 7,44675,Icy body,20,7623.2539,-M (Red dwarf) Star-T (Brown dwarf) Star-,0,true,2475,V,false
LP 45-128,77.67,true,3,3,LP 45-128 B,1248,T (Brown dwarf) Star,3738,false,false,2,0.1581,2746.922724,2712.374967708675,LP 45-128 B,T (Brown dwarf) Star,9,3738,0.2068,V,10098,1248,95,0.4585,LP 45-128 B 4 a,3643,Icy body,114,1707.8818,-T (Brown dwarf) Star-T (Brown dwarf) Star-M (Red dwarf) Star-,1,true,2580,V,false
Hyades Sector LF-J a24-1,57.59,true,1,1,Hyades Sector LF-J a24-1,1247,T (Brown dwarf) Star,0,false,false,0,,0,0,Hyades Sector LF-J a24-1,T (Brown dwarf) Star,9,0,0.2248,V,12262,1247,1728,0.2248,Hyades Sector LF-J a24-1 6,1728,Icy body,20,7616.709,-T (Brown dwarf) Star-,0,false,,,false
Alrai Sector HB-O a6-0,75.07,true,1,1,Alrai Sector HB-O a6-0,1244,T (Brown dwarf) Star,0,false,false,0,,0,0,Alrai Sector HB-O a6-0,T (Brown dwarf) Star,9,0,0.2198,V,11606,1244,1441,0.2198,Alrai Sector HB-O a6-0 6,1441,Icy body,20,1603.3102,-T (Brown dwarf) Star-,0,false,,,false
Core Sys Sector HH-M a7-2,39.93,true,1,1,Core Sys Sector HH-M a7-2,1242,T (Brown dwarf) Star,0,false,false,0,,0,0,Core Sys Sector HH-M a7-2,T (Brown dwarf) Star,9,0,0.1853,V,4884,1242,1673,0.1853,Core Sys Sector HH-M a7-2 5 a,1673,Icy body,20,780.76,-T (Brown dwarf) Star-,0,false,,,false
Tascheter Sector ZZ-P a5-3,65.81,true,1,1,Tascheter Sector ZZ-P a5-3,1236,T (Brown dwarf) Star,0,false,false,0,,0,0,Tascheter Sector ZZ-P a5-3,T (Brown dwarf) Star,9,0,0.1969,V,3120,1236,1727,0.1969,Tascheter Sector ZZ-P a5-3 6,1727,Icy body,20,2540.0449,-T (Brown dwarf) Star-,0,false,,,false
LHS 3923,58.16,true,2,2,LHS 3923 B,1233,T (Brown dwarf) Star,3818,false,false,1,0.3189,2863.8395954999996,2714.3138556529957,LHS 3923 B,T (Brown dwarf) Star,9,3818,0.2151,V,9108,1233,64,0.4643,LHS 3923 B 4 a,3754,Icy body,103,1133.0948,-T (Brown dwarf) Star-M (Red dwarf) Star-,1,true,2754,V,false
Othime,58.77,true,1,1,Othime,1232,T (Brown dwarf) Star,0,false,false,0,,0,0,Othime,T (Brown dwarf) Star,9,0,0.2201,V,5234,1232,6100,0.2201,Othime 7,6100,Icy body,20,8336.0449,-T (Brown dwarf) Star-,1,false,,,false
Piscium Sector GS-J a9-1,57.87,true,1,1,Piscium Sector GS-J a9-1,1231,T (Brown dwarf) Star,0,false,false,0,,0,0,Piscium Sector GS-J a9-1,T (Brown dwarf) Star,9,0,0.1955,V,12750,1231,3586,0.1955,Piscium Sector GS-J a9-1 6,3586,Icy body,20,4753.4102,-T (Brown dwarf) Star-,0,false,,,false
Piscium Sector JS-S a4-0,70.33,true,1,1,Piscium Sector JS-S a4-0,1230,T (Brown dwarf) Star,0,false,false,0,,0,0,Piscium Sector JS-S a4-0,T (Brown dwarf) Star,9,0,0.2374,V,502,1230,2413,0.2374,Piscium Sector JS-S a4-0 6,2413,Icy body,20,7093.8423,-T (Brown dwarf) Star-,0,false,,,false
Hanung Tzu,54.17,true,1,1,Hanung Tzu,1230,T (Brown dwarf) Star,0,false,false,0,,0,0,Hanung Tzu,T (Brown dwarf) Star,9,0,0.2066,V,362,1230,539,0.2066,Hanung Tzu 10 e,539,Icy body,21,1295.0063,-T (Brown dwarf) Star-,1,false,,,false
Piscium Sector JD-I a10-1,50.99,true,1,1,Piscium Sector JD-I a10-1,1227,T (Brown dwarf) Star,0,false,false,0,,0,0,Piscium Sector JD-I a10-1,T (Brown dwarf) Star,9,0,0.2612,V,10132,1227,4002,0.2612,Piscium Sector JD-I a10-1 6,4002,Icy body,20,1959.9333,-T (Brown dwarf) Star-,0,false,,,false
LFT 1404,51.76,true,2,2,LFT 1404 B,1227,T (Brown dwarf) Star,86525,false,false,1,0.1512,57050.093938499995,56394.1999449607,LFT 1404 B,T (Brown dwarf) Star,9,86525,0.2322,V,9788,1227,149,0.4716,LFT 1404 B 6,86376,Icy body,20,7751.9585,-M (Red dwarf) Star-T (Brown dwarf) Star-,1,true,2632,V,false
LP 45-128,77.67,true,3,3,LP 45-128 C,1222,T (Brown dwarf) Star,174721,false,false,1,0.3602,164691.3606975,153636.47026832812,LP 45-128 C,T (Brown dwarf) Star,9,174721,0.183,V,10098,1222,534,0.4585,LP 45-128 C 7,175255,Icy body,20,9207.1602,-T (Brown dwarf) Star-T (Brown dwarf) Star-M (Red dwarf) Star-,1,true,2580,V,false
Tascheter Sector JS-K a8-1,44.21,true,1,1,Tascheter Sector JS-K a8-1,1218,T (Brown dwarf) Star,0,false,false,0,,0,0,Tascheter Sector JS-K a8-1,T (Brown dwarf) Star,9,0,0.1931,V,10378,1218,1634,0.1931,Tascheter Sector JS-K a8-1 5,1634,Icy body,20,2478.9436,-T (Brown dwarf) Star-,0,false,,,false
Tascheter Sector NS-T a3-2,74.49,true,1,1,Tascheter Sector NS-T a3-2,1218,T (Brown dwarf) Star,0,false,false,0,,0,0,Tascheter Sector NS-T a3-2,T (Brown dwarf) Star,9,0,0.2152,V,556,1218,1046,0.2152,Tascheter Sector NS-T a3-2 12 c,1046,Icy body,20,485.3119,-T (Brown dwarf) Star-,0,false,,,false
Crucis Sector QI-T a3-2,66.69,true,1,1,Crucis Sector QI-T a3-2,1216,T (Brown dwarf) Star,0,false,false,0,,0,0,Crucis Sector QI-T a3-2,T (Brown dwarf) Star,9,0,0.2117,V,442,1216,2614,0.2117,Crucis Sector QI-T a3-2 6,2614,Icy body,20,7329.1387,-T (Brown dwarf) Star-,0,false,,,false
Col 285 Sector QQ-N a36-2,57.95,true,1,1,Col 285 Sector QQ-N a36-2,1213,T (Brown dwarf) Star,0,false,false,0,,0,0,Col 285 Sector QQ-N a36-2,T (Brown dwarf) Star,9,0,0.2035,V,8682,1213,3093,0.2035,Col 285 Sector QQ-N a36-2 6,3093,Icy body,20,1994.9259,-T (Brown dwarf) Star-,0,false,,,false
Piscium Sector MY-Q a5-1,68.22,true,1,1,Piscium Sector MY-Q a5-1,1213,T (Brown dwarf) Star,0,false,false,0,,0,0,Piscium Sector MY-Q a5-1,T (Brown dwarf) Star,9,0,0.199,V,290,1213,2341,0.199,Piscium Sector MY-Q a5-1 6,2341,Icy body,20,8747.3682,-T (Brown dwarf) Star-,0,false,,,false
Piscium Sector GS-J a9-0,60.46,true,1,1,Piscium Sector GS-J a9-0,1210,T (Brown dwarf) Star,0,false,false,0,,0,0,Piscium Sector GS-J a9-0,T (Brown dwarf) Star,9,0,0.2051,V,11030,1210,1587,0.2051,Piscium Sector GS-J a9-0 6,1587,Icy body,20,5231.686,-T (Brown dwarf) Star-,0,false,,,false
Trianguli Sector BH-L a8-1,70.12,true,1,1,Trianguli Sector BH-L a8-1,1208,T (Brown dwarf) Star,0,false,false,0,,0,0,Trianguli Sector BH-L a8-1,T (Brown dwarf) Star,9,0,0.2342,V,1810,1208,1285,0.2342,Trianguli Sector BH-L a8-1 4,1285,Icy body,20,8683.9268,-T (Brown dwarf) Star-,0,false,,,false
LHS 1743,75.88,true,2,2,LHS 1743 B,1203,T (Brown dwarf) Star,18066,false,false,1,0.1911,13672.4874975,13420.511388791767,LHS 1743 B,T (Brown dwarf) Star,9,18066,0.2117,V,3136,1203,754,0.5799,LHS 1743 B 7,18820,Class I gas giant,37,38570.2031,-T (Brown dwarf) Star-M (Red dwarf) Star-,1,true,3388,V,false
Hill Pa Hsi,38.92,true,2,2,Hill Pa Hsi B,1200,T (Brown dwarf) Star,88840,false,false,1,0.1663,78978.319758,77878.56284929765,Hill Pa Hsi B,T (Brown dwarf) Star,9,88840,0.1821,V,7434,1200,2210,0.3663,Hill Pa Hsi B 7,86630,Icy body,20,6433.7412,-T (Brown dwarf) Star-M (Red dwarf) Star-,1,true,2235,Va,false
Carichilo,71.99,true,3,3,Carichilo B,1197,T (Brown dwarf) Star,1569,false,false,2,0.341,1163.5299585,1093.791807481251,Carichilo B,T (Brown dwarf) Star,9,1569,0.1814,V,850,1197,29,0.3685,Carichilo B 6,1598,Icy body,94,2742.2104,-T (Brown dwarf) Star-L (Brown dwarf) Star-M (Red dwarf) Star-,1,true,2112,VI,true
Piscium Sector MY-Q a5-2,77.30,true,1,1,Piscium Sector MY-Q a5-2,1195,T (Brown dwarf) Star,0,false,false,0,,0,0,Piscium Sector MY-Q a5-2,T (Brown dwarf) Star,9,0,0.1998,V,370,1195,2748,0.1998,Piscium Sector MY-Q a5-2 6,2748,Icy body,20,6990.1152,-T (Brown dwarf) Star-,0,false,,,false
Trianguli Sector ZL-L a8-1,67.21,true,1,1,Trianguli Sector ZL-L a8-1,1192,T (Brown dwarf) Star,0,false,false,0,,0,0,Trianguli Sector ZL-L a8-1,T (Brown dwarf) Star,9,0,0.1868,V,12116,1192,2740,0.1868,Trianguli Sector ZL-L a8-1 6,2740,Icy body,20,3948.5308,-T (Brown dwarf) Star-,0,false,,,false
Piscium Sector CM-L a8-2,54.22,true,1,1,Piscium Sector CM-L a8-2,1192,T (Brown dwarf) Star,0,false,false,0,,0,0,Piscium Sector CM-L a8-2,T (Brown dwarf) Star,9,0,0.188,V,548,1192,2881,0.188,Piscium Sector CM-L a8-2 6,2881,Icy body,20,7070.3027,-T (Brown dwarf) Star-,0,false,,,false
Njuwai,49.22,true,1,1,Njuwai,1187,T (Brown dwarf) Star,0,false,false,0,,0,0,Njuwai,T (Brown dwarf) Star,9,0,0.2355,V,4100,1187,665,0.2355,Njuwai 6,665,Class I gas giant,24,49674.2617,-T (Brown dwarf) Star-,1,false,,,false
Crucis Sector MC-V a2-0,71.26,true,1,1,Crucis Sector MC-V a2-0,1186,T (Brown dwarf) Star,0,false,false,0,,0,0,Crucis Sector MC-V a2-0,T (Brown dwarf) Star,9,0,0.1809,V,8190,1186,1894,0.1809,Crucis Sector MC-V a2-0 6,1894,Icy body,20,7118.1489,-T (Brown dwarf) Star-,0,false,,,false
Tascheter Sector HR-M a7-0,59.92,true,1,1,Tascheter Sector HR-M a7-0,1185,T (Brown dwarf) Star,0,false,false,0,,0,0,Tascheter Sector HR-M a7-0,T (Brown dwarf) Star,9,0,0.1771,V,378,1185,748,0.1771,Tascheter Sector HR-M a7-0 4 a,748,Icy body,20,1649.6185,-T (Brown dwarf) Star-,0,false,,,false
Trianguli Sector QZ-O a6-2,70.90,true,1,1,Trianguli Sector QZ-O a6-2,1184,T (Brown dwarf) Star,0,false,false,0,,0,0,Trianguli Sector QZ-O a6-2,T (Brown dwarf) Star,9,0,0.1779,V,9190,1184,3387,0.1779,Trianguli Sector QZ-O a6-2 6,3387,Icy body,20,8632.4492,-T (Brown dwarf) Star-,0,false,,,false
Tascheter Sector XZ-P a5-0,68.09,true,1,1,Tascheter Sector XZ-P a5-0,1181,T (Brown dwarf) Star,0,false,false,0,,0,0,Tascheter Sector XZ-P a5-0,T (Brown dwarf) Star,9,0,0.2229,V,628,1181,1475,0.2229,Tascheter Sector XZ-P a5-0 4 a,1475,Icy body,20,2717.2063,-T (Brown dwarf) Star-,0,false,,,false
Alrai Sector BK-R a4-2,65.16,true,1,1,Alrai Sector BK-R a4-2,1178,T (Brown dwarf) Star,0,false,false,0,,0,0,Alrai Sector BK-R a4-2,T (Brown dwarf) Star,9,0,0.2119,V,12960,1178,1848,0.2119,Alrai Sector BK-R a4-2 6,1848,Icy body,20,6715.1372,-T (Brown dwarf) Star-,0,false,,,false
Puppis Sector YP-P a5-2,50.46,true,1,1,Puppis Sector YP-P a5-2,1178,T (Brown dwarf) Star,0,false,false,0,,0,0,Puppis Sector YP-P a5-2,T (Brown dwarf) Star,9,0,0.2099,V,5480,1178,2540,0.2099,Puppis Sector YP-P a5-2 5,2540,Icy body,20,9251.7383,-T (Brown dwarf) Star-,0,false,,,false
Alrai Sector QC-V a2-4,51.74,true,1,1,Alrai Sector QC-V a2-4,1171,T (Brown dwarf) Star,0,false,false,0,,0,0,Alrai Sector QC-V a2-4,T (Brown dwarf) Star,9,0,0.1943,V,3528,1171,1900,0.1943,Alrai Sector QC-V a2-4 7,1900,Icy body,20,6590.1079,-T (Brown dwarf) Star-,0,false,,,false
Jastreb Sector SO-R a4-0,69.69,true,1,1,Jastreb Sector SO-R a4-0,1170,T (Brown dwarf) Star,0,false,false,0,,0,0,Jastreb Sector SO-R a4-0,T (Brown dwarf) Star,9,0,0.2047,V,3956,1170,1203,0.2047,Jastreb Sector SO-R a4-0 6,1203,Icy body,20,6062.0771,-T (Brown dwarf) Star-,0,false,,,false
Alrai Sector DV-P a5-3,72.44,true,1,1,Alrai Sector DV-P a5-3,1169,T (Brown dwarf) Star,0,false,false,0,,0,0,Alrai Sector DV-P a5-3,T (Brown dwarf) Star,9,0,0.1995,V,7798,1169,1109,0.1995,Alrai Sector DV-P a5-3 7,1109,Icy body,20,3287.8005,-T (Brown dwarf) Star-,0,false,,,false
LHS 154a,45.92,true,2,2,LHS 154a B,1166,T (Brown dwarf) Star,25177,false,false,1,0.0806,18349.811063999998,18290.11045755624,LHS 154a B,T (Brown dwarf) Star,9,25177,0.2036,V,7732,1166,180,0.4425,LHS 154a B 6,25357,Icy body,20,7305.0044,-M (Red dwarf) Star-T (Brown dwarf) Star-,1,true,2589,V,false
Tascheter Sector ZF-O a6-0,66.06,true,1,1,Tascheter Sector ZF-O a6-0,1154,T (Brown dwarf) Star,0,false,false,0,,0,0,Tascheter Sector ZF-O a6-0,T (Brown dwarf) Star,9,0,0.1788,V,264,1154,1066,0.1788,Tascheter Sector ZF-O a6-0 5,1066,Icy body,20,4566.0757,-T (Brown dwarf) Star-,0,false,,,false
Puppis Sector FW-N a6-3,69.71,true,1,1,Puppis Sector FW-N a6-3,1152,T (Brown dwarf) Star,0,false,false,0,,0,0,Puppis Sector FW-N a6-3,T (Brown dwarf) Star,9,0,0.2118,V,1224,1152,3511,0.2118,Puppis Sector FW-N a6-3 6,3511,Icy body,20,10043.7178,-T (Brown dwarf) Star-,0,false,,,false
Puppis Sector XJ-R a4-3,71.06,true,1,1,Puppis Sector XJ-R a4-3,1146,T (Brown dwarf) Star,0,false,false,0,,0,0,Puppis Sector XJ-R a4-3,T (Brown dwarf) Star,9,0,0.1872,V,11268,1146,1781,0.1872,Puppis Sector XJ-R a4-3 4 a,1781,Icy body,20,4309.5791,-T (Brown dwarf) Star-,0,false,,,false
Apoyota,70.15,true,3,3,Apoyota C,1146,T (Brown dwarf) Star,247054,false,false,2,0.0167,2271.770163,2271.453353919359,Apoyota C,T (Brown dwarf) Star,9,247054,0.2107,V,12860,1146,77,0.6329,Apoyota C 6,246977,Icy body,53,3146.8252,-M (Red dwarf) Star-T (Brown dwarf) Star-M (Red dwarf) Star-,1,true,2188,Va,false
Wu Zong,49.05,true,2,2,Wu Zong,1146,T (Brown dwarf) Star,0,false,false,0,,0,0,Wu Zong,T (Brown dwarf) Star,9,0,0.211,V,9910,1146,2777,0.211,Wu Zong 6,2777,Icy body,20,3010.8877,-T (Brown dwarf) Star-T (Brown dwarf) Star-,0,false,,,false
Col 285 Sector DD-K a38-0,79.54,true,1,1,Col 285 Sector DD-K a38-0,1144,T (Brown dwarf) Star,0,false,false,0,,0,0,Col 285 Sector DD-K a38-0,T (Brown dwarf) Star,9,0,0.1936,V,8778,1144,1370,0.1936,Col 285 Sector DD-K a38-0 6,1370,Icy body,20,1750.7137,-T (Brown dwarf) Star-,0,false,,,false
