===== PARAMETERS =====
Total rows : 5415
Reference system: Sol
Area of search : 1000 ly
Gas types Class I gas giant +Class II gas giant +Class III gas giant +Class IV gas giant +Class V gas giant +Gas giant with ammonia-based life +Gas giant with water-based life +Hellium-rich gas giant
Ref star types : M (Red giant) Star + M (Red dwarf) Star + M (Red super giant) Star + T Tauri Star
==========
System name,Distance from Sol (ly),System stars count,System suitable stars count,Gas Body Name,Gas Body Surface Temperature (K),Gas Sub Type,Gas distance from arrival (ls),Gas has multiple stars ?,Gas star as orbit center ?,Gas orbit centers count,Gas orbital eccentricity,Gas semi major axis (ls),Gas semi minor axis (ls),Ref Star Name,Ref Star Sub Type,Ref Star Temp Class,Ref Star Distance from arrival (ls),Ref Star Radius,Ref Star Luminosity,Ref Star Age,Ref Star Temperature,Biggest Suitable Star Radius,Has T Tauri Star ?,8th Moon Name,8th Moon Distance from arrival (ls),8th Moon Sub Type,8th Moon Surface Temperature (K),8th Moon Radius
Venegana,87.86,2,1,Venegana B 3,162,Class II gas giant,113264,false,true,2,0.0003,456.888978,456.8889574399955,Venegana B,M (Red dwarf) Star,6,113684.9766,0.4461,Va,10618,0.4461,false,2644,Venegana B 3 h,113266.7188,Icy body,89,1143.1226
Muthniu,99.62,3,1,Muthniu ABC 2,162,Class II gas giant,991.5775,true,false,1,0.0017,965.674476,965.673080599374,Muthniu A,M (Red dwarf) Star,4,0,0.5677,Va,2138,0.5677,false,3161,Muthniu ABC 2 h,994.2498,Icy body,73,2234.1902
Edinura,250.30,1,1,Edinura 9,162,Gas giant with water-based life,784.3759,false,true,1,0.0001,784.3859595,784.3859555780701,Edinura,M (Red dwarf) Star,5,0,0.547,Va,1668,0.547,false,3014,Edinura 9 h,775.8647,Icy body,75,1975.3982
Synuefe DF-P c22-6,647.04,1,1,Synuefe DF-P c22-6 9,162,Class II gas giant,1496.1938,false,true,2,0.1379,0.44910449999999996,0.44481382613543524,Synuefe DF-P c22-6,M (Red dwarf) Star,2,0,0.6784,Va,2060,0.6784,false,3484,Synuefe DF-P c22-6 9 g,1488.3738,Icy body,73,2174.1841
Pegasi Sector NS-T b3-0,221.20,1,1,Pegasi Sector NS-T b3-0 4,162,Class II gas giant,3347.1934,false,true,2,0.0199,51.8466195,51.836352593555844,Pegasi Sector NS-T b3-0,M (Red dwarf) Star,9,0,0.3664,VI,2702,0.3664,false,2162,Pegasi Sector NS-T b3-0 4 f,3349.5215,Icy body,31,1532.0404
Synuefai DI-K b41-2,707.16,1,1,Synuefai DI-K b41-2 4,162,Gas giant with water-based life,905,false,false,0,0.0028,903.498453,903.4949112791224,Synuefai DI-K b41-2,M (Red dwarf) Star,5,0,0.4811,,10536,0.4811,false,3098,Synuefai DI-K b41-2 4 f,894,Icy body,130,2290.6687
Stock 1 Sector DL-X d1-48,883.68,1,1,Stock 1 Sector DL-X d1-48 7,162,Gas giant with water-based life,539.9867,false,false,0,0.0017,540.8715195000001,540.8707379400896,Stock 1 Sector DL-X d1-48,M (Red dwarf) Star,3,0,0.5283,Va,1186,0.5283,false,3272,Stock 1 Sector DL-X d1-48 7 g,535.093,Icy body,94,1421.9414
Wregoe AR-Y b42-4,819.14,1,1,Wregoe AR-Y b42-4 2,162,Gas giant with water-based life,663.7712,false,false,0,0.0035,665.7225705000001,665.718492936768,Wregoe AR-Y b42-4,M (Red dwarf) Star,6,0,0.5365,,4418,0.5365,false,2795,Wregoe AR-Y b42-4 2 h,671.8119,Icy body,74,1041.6401
Col 285 Sector PY-D b14-0,258.63,1,1,Col 285 Sector PY-D b14-0 2,162,Class II gas giant,460.6915,false,false,0,0.0017,461.180421,461.1797545938102,Col 285 Sector PY-D b14-0,M (Red dwarf) Star,5,0,0.4305,Va,7386,0.4305,false,2872,Col 285 Sector PY-D b14-0 2 g,448.2138,Icy body,81,1764.7091
NGC 2451A Sector ST-R b4-3,790.65,1,1,NGC 2451A Sector ST-R b4-3 2,162,Class II gas giant,1020.535,false,true,1,0,1020.5151255000001,1020.5151255000001,NGC 2451A Sector ST-R b4-3,M (Red dwarf) Star,6,0,0.4527,Va,6410,0.4527,false,2753,NGC 2451A Sector ST-R b4-3 2 g,1021.4704,Icy body,57,2046.1556
Synuefe ZX-M b54-5,283.80,1,1,Synuefe ZX-M b54-5 12,162,Class II gas giant,723.4164,false,false,0,0.0002,723.4075485,723.4075340318489,Synuefe ZX-M b54-5,M (Red dwarf) Star,1,0,0.5751,,296,0.5751,false,3632,Synuefe ZX-M b54-5 12 g,730.4677,Icy body,93,1794.7559
Synuefai ZL-O b51-0,766.89,1,1,Synuefai ZL-O b51-0 4,162,Gas giant with water-based life,718.3596,false,true,1,0.0001,718.367598,718.367594408162,Synuefai ZL-O b51-0,M (Red dwarf) Star,9,0,0.4318,Va,500,0.4318,false,2388,Synuefai ZL-O b51-0 4 h,725.3008,Icy body,60,1076.4196
Synuefai XR-E b43-0,981.13,3,1,Synuefai XR-E b43-0 ABC 5,162,Gas giant with water-based life,2412.3267,true,false,2,0.0041,2416.1323095,2416.112001822595,Synuefai XR-E b43-0 A,M (Red dwarf) Star,8,0,0.4268,Va,1040,0.4268,false,2444,Synuefai XR-E b43-0 ABC 5 g a,2401.1877,Icy body,41,504.1708
Col 359 Sector IO-Q b6-0,370.68,1,1,Col 359 Sector IO-Q b6-0 11,162,Class II gas giant,1064.6782,false,true,1,0.0009,1064.8766699999999,1064.8762387248612,Col 359 Sector IO-Q b6-0,M (Red dwarf) Star,5,0,0.4985,Va,654,0.4985,false,2910,Col 359 Sector IO-Q b6-0 11 h,1054.4177,Icy body,60,1090.3344
Wregoe EG-Y d8,930.28,2,1,Wregoe EG-Y d8 A 1,162,Class II gas giant,1774.4283,false,false,0,0.0003,1774.162377,1774.1622971626912,Wregoe EG-Y d8 B,M (Red dwarf) Star,8,520766.875,0.3705,,1436,0.3705,false,2433,Wregoe EG-Y d8 A 1 f,1788.3525,Icy body,104,1393.6564
Col 285 Sector RZ-V b3-0,372.96,2,1,Col 285 Sector RZ-V b3-0 A 1,161,Gas giant with water-based life,915.1841,false,false,0,,0,0,Col 285 Sector RZ-V b3-0 A,M (Red dwarf) Star,3,0,0.6149,Va,4874,0.6149,false,3327,Col 285 Sector RZ-V b3-0 A 1 g,906.68,Icy body,81,2588.7739
Synuefe JL-F b30-1,517.36,2,1,Synuefe JL-F b30-1 AB 2,161,Class II gas giant,878,true,false,0,0,881.5921334999999,881.5921334999999,Synuefe JL-F b30-1 A,M (Red dwarf) Star,6,0,0.4456,,7656,0.4456,false,2629,Synuefe JL-F b30-1 AB 2 g,876,Icy body,60,2333.8528
HIP 76017,224.33,1,1,HIP 76017 3,161,Gas giant with water-based life,716.4185,false,true,1,0.0012,716.2218765,716.2213608200633,HIP 76017,M (Red dwarf) Star,5,0,0.5144,V,8486,0.5144,false,2944,HIP 76017 3 g,709.4688,Icy body,101,1256.1885
Col 285 Sector FX-R b5-7,330.04,3,2,Col 285 Sector FX-R b5-7 ABC 6,161,Gas giant with water-based life,3091.4514,true,false,0,0.1147,13.4232345,13.33464351697267,Col 285 Sector FX-R b5-7 C,M (Red dwarf) Star,5,195.5295,0.489,Va,3618,0.489,false,2808,Col 285 Sector FX-R b5-7 ABC 6 h,3077.5203,Icy body,56,586.231
NLTT 18945,60.40,1,1,NLTT 18945 11,161,Class II gas giant,1715.3691,false,true,1,0.0003,1715.7288915,1715.728814292198,NLTT 18945,M (Red dwarf) Star,3,0,0.5475,V,5316,0.5475,false,3292,NLTT 18945 11 h,1706.7809,Icy body,58,1447.7765
Shi Yu,150.11,2,1,Shi Yu B 2,161,Class II gas giant,28039.9375,false,true,2,0.0001,1155.6456795,1155.6456737217716,Shi Yu B,M (Red dwarf) Star,8,28051.7012,0.4309,Va,3408,0.4309,false,2460,Shi Yu B 2 f,28059.6523,Icy body,120,1680.6141
UBV 15076,108.84,2,2,UBV 15076 A 9,161,Gas giant with water-based life,2120.1128,false,true,2,0.0015,2117.178414,2117.1760321729444,UBV 15076 A,M (Red dwarf) Star,3,0,0.5685,V,6728,0.5685,false,3315,UBV 15076 A 9 g,2117.6313,Icy body,45,2240.4016
Soma,95.70,2,1,Soma A 7,161,Class II gas giant,2082.9495,false,true,2,0.0001,2082.8468700000003,2082.8468595857657,Gliese 838.3 B,M (Red dwarf) Star,5,129512.6875,0.5356,V,6886,0.5356,false,3096,Soma A 7 h,2094.8315,Icy body,98,1454.4004
IC 2391 Sector ZU-Y c12,530.10,5,3,IC 2391 Sector ZU-Y c12 BCD 7,161,Class II gas giant,7242.0176,true,false,3,0.0152,1030.844529,1030.7254389609718,IC 2391 Sector ZU-Y c12 D,M (Red dwarf) Star,9,6888.3608,0.4355,VI,326,0.4374,false,2102,IC 2391 Sector ZU-Y c12 BCD 7 h,7239.7456,Rocky body,159,850.7058
HIP 18628,292.02,3,1,HIP 18628 AB 3,161,Gas giant with water-based life,1553.5378,true,false,0,0.0001,1505.7475875,1505.747579971262,HIP 18628 A,M (Red dwarf) Star,5,0,0.4926,V,8276,0.4926,false,2949,HIP 18628 AB 3 g,1570,Icy body,83,2691.4734
Synuefe WQ-C b46-6,871.71,1,1,Synuefe WQ-C b46-6 10,161,Class II gas giant,1241.3214,false,true,1,0.008,1232.7918525,1232.7524025295104,Synuefe WQ-C b46-6,M (Red dwarf) Star,4,0,0.6371,Va,386,0.6371,false,3187,Synuefe WQ-C b46-6 10 h,1223,Icy body,115,1407.2415
Synuefai PU-Z c16-0,422.33,2,1,Synuefai PU-Z c16-0 A 2,161,Gas giant with water-based life,1185.6576,false,true,2,0.0006,1185.136875,1185.1366616753432,Synuefai PU-Z c16-0 B,M (Red dwarf) Star,8,45096.1797,0.4638,Va,5026,0.4638,false,2424,Synuefai PU-Z c16-0 A 2 h,1182.2936,Icy body,97,1198.5511
HIP 101760,163.75,3,1,HIP 101760 A 6,161,Gas giant with water-based life,3030.8433,false,false,0,0.003,3026.5152255000003,3026.5016061508413,HIP 101760 C,M (Red dwarf) Star,4,92231.625,0.6002,Va,9442,0.6002,false,3181,HIP 101760 A 6 g a,3016.4453,Icy body,94,831.1648
Wregoe UW-A c27-3,301.32,4,2,Wregoe UW-A c27-3 A 1,161,Gas giant with water-based life,1942.0614,false,true,2,0.0034,1935.839997,1935.8288078124806,Wregoe UW-A c27-3 B,M (Red dwarf) Star,3,155384.5312,0.5847,Va,12164,0.5847,false,3354,Wregoe UW-A c27-3 A 1 h,1943.1289,Icy body,106,1095.7058
Synuefe WS-S c20-20,686.52,3,2,Synuefe WS-S c20-20 AB 2,161,Gas giant with water-based life,1065.347,true,false,2,0.007,1062.3317444999998,1062.3057170534194,Synuefe WS-S c20-20 A,M (Red dwarf) Star,3,0,0.5966,Va,8736,0.5966,false,3319,Synuefe WS-S c20-20 AB 2 h,1051.7898,Icy body,92,1604.8287
Lupus Dark Region B Sector SD-T b3-0,438.00,1,1,Lupus Dark Region B Sector SD-T b3-0 2,161,Class II gas giant,811.918,false,true,1,0.0005,811.781334,811.781232527327,Lupus Dark Region B Sector SD-T b3-0,M (Red dwarf) Star,5,0,0.5257,Va,4304,0.5257,false,3090,Lupus Dark Region B Sector SD-T b3-0 2 g,805.0673,Icy body,73,1044.9431
Pencil Sector RX-U b2-8,856.58,1,1,Pencil Sector RX-U b2-8 4,161,Gas giant with water-based life,1184.6544,false,true,1,0.0026,1183.340457,1183.3364573024958,Pencil Sector RX-U b2-8,M (Red dwarf) Star,6,0,0.4182,Va,8734,0.4182,false,2707,Pencil Sector RX-U b2-8 4 g a,1177.6163,Icy body,48,700.0818
Swoilz ZM-T b23-1,825.76,1,1,Swoilz ZM-T b23-1 6,161,Gas giant with water-based life,1258.9528,false,true,1,0.0008,1258.690212,1258.6898092190677,Swoilz ZM-T b23-1,M (Red dwarf) Star,5,0,0.5245,Va,902,0.5245,false,2839,Swoilz ZM-T b23-1 6 g,1255.4202,Icy body,56,1343.2139
Synuefe JU-R b23-1,651.07,1,1,Synuefe JU-R b23-1 2,160,Class II gas giant,994.108,false,false,0,0.0057,995.3153729999999,995.2992039704316,Synuefe JU-R b23-1,M (Red dwarf) Star,3,0,0.5046,Va,9402,0.5046,false,3360,Synuefe JU-R b23-1 2 h,1002.5671,Icy body,0,1949.2635
R CrA Sector HR-V b2-5,384.78,1,1,R CrA Sector HR-V b2-5 2,160,Gas giant with water-based life,459.9225,false,true,1,0.0002,459.8331075,459.83309830333775,R CrA Sector HR-V b2-5,M (Red dwarf) Star,8,0,0.4352,Va,2364,0.4352,false,2469,R CrA Sector HR-V b2-5 2 h,451.065,Icy body,208,1462.0881
Wregoe JW-P b46-9,294.53,3,2,Wregoe JW-P b46-9 AB 1,160,Class II gas giant,821.2357,true,false,2,0.0048,1011.6827370000001,1011.6710823477385,Wregoe JW-P b46-9 B,M (Red dwarf) Star,7,487.1792,0.4771,Va,4238,0.4771,false,2552,Wregoe JW-P b46-9 AB 1 h,829.4453,Icy body,122,1545.5676
Leucosi,176.10,2,2,Leucosi A 10,160,Gas giant with water-based life,1553.368,false,true,2,0.0037,1550.707938,1550.6973233678357,Leucosi A,M (Red dwarf) Star,5,0,0.5736,Va,1714,0.5736,false,2890,Leucosi A 10 g,1550.6439,Icy body,118,2247.6794
Ga Ohkambo,225.35,1,1,Ga Ohkambo 8,160,Class II gas giant,866.0253,false,true,1,0.0001,865.973277,865.9732726701335,Ga Ohkambo,M (Red dwarf) Star,9,0,0.4173,VI,11912,0.4173,false,2167,Ga Ohkambo 8 h,855.2108,Icy body,50,943.5636
Minmar,26.72,1,1,Minmar 9,160,Class II gas giant,1051.9249,false,true,1,0.0003,1051.802739,1051.8026916688757,Minmar,M (Red dwarf) Star,6,0,0.4825,V,9360,0.4825,false,2747,Minmar 9 h,1056.6625,Icy body,51,2145.8777
Synuefai WG-J b56-3,327.18,1,1,Synuefai WG-J b56-3 8,160,Gas giant with water-based life,732.2025,false,false,0,0.0001,732.239937,732.2399333388003,Synuefai WG-J b56-3,M (Red dwarf) Star,7,0,0.4221,Va,340,0.4221,false,2523,Synuefai WG-J b56-3 8 h,715.2874,Icy body,58,1077.249
Col 285 Sector AC-H b25-4,219.63,1,1,Col 285 Sector AC-H b25-4 A 3,160,Class II gas giant,1989.9652,false,true,2,0.0027,1995.0219900000002,1995.0147181315936,Col 285 Sector AC-H b25-4 A,M (Red dwarf) Star,4,0,0.6156,Va,1296,0.6156,false,3189,Col 285 Sector AC-H b25-4 A 3 h,2023.7598,Icy body,54,3066.9204
HIP 1565,275.03,2,1,HIP 1565 B 8,160,Class II gas giant,21923.5762,false,true,2,0.0002,907.3407915,907.340773353184,HIP 1565 B,M (Red dwarf) Star,9,21865.1875,0.439,Va,11556,0.439,false,2321,HIP 1565 B 8 g,21922.377,Icy body,93,1404.4741
Swoiwns BO-T b7-0,713.38,2,2,Swoiwns BO-T b7-0 A 3,160,Gas giant with water-based life,1405.2251,false,false,0,0.0015,1404.0503684999999,1404.048788942447,Swoiwns BO-T b7-0 A,M (Red dwarf) Star,5,0,0.6138,,6266,0.6138,false,3048,Swoiwns BO-T b7-0 A 3 h,1409.1962,Icy body,179,978.7202
Chamaeleon Sector BQ-P b5-2,629.58,1,1,Chamaeleon Sector BQ-P b5-2 5,160,Gas giant with water-based life,937.0115,false,false,0,0.1839,0.7485075,0.7357416729759467,Chamaeleon Sector BQ-P b5-2,M (Red dwarf) Star,9,0,0.4249,,5358,0.4249,false,2249,Chamaeleon Sector BQ-P b5-2 5 e a,944.0456,Icy body,51,720.7295
Tucanae Sector TK-N b7-2,272.49,1,1,Tucanae Sector TK-N b7-2 4,160,Gas giant with water-based life,1080.2662,false,true,1,0,1080.246024,1080.246024,Tucanae Sector TK-N b7-2,M (Red dwarf) Star,5,0,0.54,Va,10640,0.54,false,2957,Tucanae Sector TK-N b7-2 4 g,1074.9373,Icy body,108,1426.0532
Synuefai ET-S c20-6,355.97,2,2,Synuefai ET-S c20-6 A 7,160,Gas giant with water-based life,1578.489,false,true,2,0.0003,1578.5025165,1578.502445467385,Synuefai ET-S c20-6 A,M (Red dwarf) Star,2,0,0.6543,Va,652,0.6543,false,3508,Synuefai ET-S c20-6 A 7 h,1582.2963,Icy body,78,1727.114
M7 Sector ZJ-Z c0,793.22,2,2,M7 Sector ZJ-Z c0 B 3,160,Gas giant with water-based life,14763.8994,false,true,3,0.0002,1015.97418,1015.9741596805163,M7 Sector ZJ-Z c0 B,M (Red dwarf) Star,3,15704.7275,0.5537,Va,6916,0.5537,false,3292,M7 Sector ZJ-Z c0 B 3 g,14753.2793,Icy body,102,2056.1436
Col 285 Sector RQ-H b25-3,192.91,1,1,Col 285 Sector RQ-H b25-3 1,159,Gas giant with water-based life,752.8192,false,true,1,0.0001,752.798943,752.7989392360051,Col 285 Sector RQ-H b25-3,M (Red dwarf) Star,3,0,0.5377,Va,2192,0.5377,false,3282,Col 285 Sector RQ-H b25-3 1 h,761.8036,Icy body,80,1088.955
Hyades Sector ZA-V b3-0,205.05,1,1,Hyades Sector ZA-V b3-0 2,159,Gas giant with water-based life,780,false,false,0,0.0023,780.0446159999999,780.042552779262,Hyades Sector ZA-V b3-0,M (Red dwarf) Star,2,0,0.6403,Va,4940,0.6403,false,3563,Hyades Sector ZA-V b3-0 2 g,785,Icy body,92,1555.8566
Col 285 Sector FS-O b21-4,181.87,1,1,Col 285 Sector FS-O b21-4 1,159,Gas giant with water-based life,224,false,false,0,0,223.953444,223.953444,Col 285 Sector FS-O b21-4,M (Red dwarf) Star,6,0,0.4898,Va,12458,0.4898,false,2771,Col 285 Sector FS-O b21-4 1 f,224,Icy body,114,1597.1527
IC 2391 Sector CL-X b1-4,545.26,1,1,IC 2391 Sector CL-X b1-4 9,159,Class II gas giant,1373.91,false,true,1,0.0017,1375.3076805,1375.3056931789656,IC 2391 Sector CL-X b1-4,M (Red dwarf) Star,3,0,0.571,Va,340,0.571,false,3389,IC 2391 Sector CL-X b1-4 9 h,1375,Icy body,118,1749.9088
Col 359 Sector ML-H b26-4,704.96,1,1,Col 359 Sector ML-H b26-4 2,159,Class II gas giant,634.7486,false,true,1,0.0002,634.834161,634.8341483033166,Col 359 Sector ML-H b26-4,M (Red dwarf) Star,3,0,0.4979,Va,270,0.4979,false,3397,Col 359 Sector ML-H b26-4 2 h,640.4238,Icy body,89,1984.761
Praea Euq MK-U b30-4,925.35,1,1,Praea Euq MK-U b30-4 10,159,Class II gas giant,1171.7885,false,false,0,0.0077,1171.2146355,1171.1799143274684,Praea Euq MK-U b30-4,M (Red dwarf) Star,1,0,0.6341,Va,636,0.6341,false,3684,Praea Euq MK-U b30-4 10 g,1153.4771,Icy body,78,2254.4973
Wregoe IF-C b59-0,990.50,1,1,Wregoe IF-C b59-0 5,159,Class II gas giant,773.2356,false,false,0,0.0004,772.9088445,772.90878266729,Wregoe IF-C b59-0,M (Red dwarf) Star,4,0,0.6249,,7758,0.6249,false,3161,Wregoe IF-C b59-0 5 g,766.2033,Icy body,84,1717.4396
Col 285 Sector JF-B b15-1,260.18,1,1,Col 285 Sector JF-B b15-1 3,159,Class II gas giant,644.8672,false,true,1,0.0012,645.512868,645.5124032305678,Col 285 Sector JF-B b15-1,M (Red dwarf) Star,5,0,0.4603,Va,12885,0.4603,false,2939,Col 285 Sector JF-B b15-1 3 g,636.9597,Icy body,75,1773.2081
Praea Euq NS-R c5-0,791.35,1,1,Praea Euq NS-R c5-0 9,159,Gas giant with water-based life,813.6862,false,true,1,0.0001,813.7773540000001,813.7773499311131,Praea Euq NS-R c5-0,M (Red dwarf) Star,2,0,0.5807,Va,446,0.5807,false,3425,Praea Euq NS-R c5-0 9 f a,814.4286,Icy body,84,741.6538
Pegasi Sector KS-T c3-5,211.23,3,1,Pegasi Sector KS-T c3-5 ABC 5,158,Gas giant with water-based life,1919.7251,true,false,2,0.0048,1931.947758,1931.9255018336314,Pegasi Sector KS-T c3-5 C,M (Red dwarf) Star,9,104.6022,0.3702,Vz,236,0.3702,false,2016,Pegasi Sector KS-T c3-5 ABC 5 g,1911.8645,Icy body,95,1735.2825
Bidiae,151.05,1,1,Bidiae 11,158,Gas giant with water-based life,1305.8473,false,true,1,0.0107,1308.989916,1308.9149807273625,Bidiae,M (Red dwarf) Star,4,0,0.5798,Va,12845,0.5798,false,3233,Bidiae 11 h,1300.5929,Icy body,155,1680.2369
Vistsi,132.67,1,1,Vistsi 4,158,Gas giant with water-based life,1421.0016,false,true,1,0.0003,1420.7171355,1420.7170715677275,Vistsi,M (Red dwarf) Star,3,0,0.5704,Va,1736,0.5704,false,3337,Vistsi 4 g,1421.2135,Icy body,119,1976.0331
60 Tauri,144.78,4,1,60 Tauri AB 5,158,Gas giant with water-based life,4630.437,true,false,3,0.1862,45.90846,45.105606540199695,60 Tauri D,M (Red dwarf) Star,4,76826.2734,0.647,Va,2736,0.647,false,3228,60 Tauri AB 5 h,4633.3105,Rocky body,160,467.7423
HIP 9191,196.71,2,1,HIP 9191 B 1,158,Class II gas giant,405371.75,false,true,2,0.0018,741.4715295,741.4703283151492,HIP 9191 B,M (Red dwarf) Star,1,405212.875,0.5605,Va,8952,0.5605,false,3622,HIP 9191 B 1 f,405383.2188,Icy body,95,1591.4156
Pleiades Sector GC-L b8-1,312.83,1,1,Pleiades Sector GC-L b8-1 6,158,Gas giant with water-based life,639.8903,false,true,1,0.0004,639.7743105,639.7742593180532,Pleiades Sector GC-L b8-1,M (Red dwarf) Star,6,0,0.4067,Va,624,0.4067,false,2637,Pleiades Sector GC-L b8-1 6 g,636.8643,Icy body,116,1629.307
Ngugira,70.68,3,3,Ngugira ABC 1,158,Gas giant with water-based life,3836.6301,true,false,1,0,3821.2305885,3821.2305885,Ngugira C,M (Red dwarf) Star,5,2756.0479,0.4693,Va,1056,0.4693,false,2944,Ngugira ABC 1 g,3811.4041,Icy body,40,1538.0879
HIP 8758,244.34,2,1,HIP 8758 A 2,158,Class II gas giant,2561.3057,false,true,2,0,2561.3427645,2561.3427645,HIP 8758 B,M (Red dwarf) Star,3,17111.9629,0.5721,Va,7920,0.5721,false,3355,HIP 8758 A 2 h,2565.9932,Rocky body,157,692.7292
Praea Euq LR-D b12-9,564.95,3,2,Praea Euq LR-D b12-9 A 1,158,Gas giant with water-based life,411.4058,false,true,2,0.0017,410.9306175,410.9300237048287,Praea Euq LR-D b12-9 A,M (Red dwarf) Star,7,0,0.4564,Va,12364,0.4564,false,2596,Praea Euq LR-D b12-9 A 1 h,406.93,Icy body,82,1247.6055
b1 Hydrae,205.88,3,1,b1 Hydrae C 4,158,Gas giant with water-based life,346313,false,false,0,0.0032,3741.1901865,3741.171031557208,b1 Hydrae B,M (Red dwarf) Star,1,3467.6665,0.7109,Va,1024,0.7109,false,3682,b1 Hydrae C 4 h,346316.8438,Icy body,91,2067.5583
Synuefe ZK-W c18-16,299.86,2,1,Synuefe ZK-W c18-16 A 1,158,Gas giant with water-based life,1386.0056,false,false,0,0.0005,1385.337681,1385.337507832779,Synuefe ZK-W c18-16 B,M (Red dwarf) Star,2,210265.0469,0.6325,Va,10656,0.6325,false,3471,Synuefe ZK-W c18-16 A 1 g,1367.7925,Icy body,102,1313.467
Praea Euq DA-O b7-2,547.80,1,1,Praea Euq DA-O b7-2 3,158,Gas giant with water-based life,456,false,false,0,0.0004,456.4398735,456.4398369848086,Praea Euq DA-O b7-2,M (Red dwarf) Star,5,0,0.4821,,7478,0.4821,false,3059,Praea Euq DA-O b7-2 3 g,456,Icy body,90,1305.9845
Vardine,161.29,1,1,Vardine 2,158,Class II gas giant,559.892,false,true,1,0.0002,559.9335105,559.9334993013297,Vardine,M (Red dwarf) Star,4,0,0.5302,Va,6224,0.5302,false,3133,Vardine 2 g a,545.6489,Icy body,87,729.0026
Scorpius Dark Region KC-V c2-37,535.17,2,1,Scorpius Dark Region KC-V c2-37 A 9,158,Gas giant with water-based life,1771.8899,false,true,2,0.0017,1771.8170535,1771.814493222508,Scorpius Dark Region KC-V c2-37 B,M (Red dwarf) Star,9,74487.1172,0.4315,Va,276,0.4315,false,2231,Scorpius Dark Region KC-V c2-37 A 9 h,1783.1852,Icy body,76,1636.684
Col 285 Sector XY-T b18-6,324.44,4,2,Col 285 Sector XY-T b18-6 AB 3,158,Gas giant with water-based life,705.4369,true,false,0,0.0013,703.996254,703.995659122914,Col 285 Sector XY-T b18-6 B,M (Red dwarf) Star,6,5.1535,0.4778,Va,4214,0.5081,false,2686,Col 285 Sector XY-T b18-6 AB 3 h,696.0491,Icy body,91,1214.9525
Swoilz AH-Z b6-11,874.40,1,1,Swoilz AH-Z b6-11 2,158,Gas giant with water-based life,615.8827,false,false,0,0.0002,615.77217,615.7721576845564,Swoilz AH-Z b6-11,M (Red dwarf) Star,4,0,0.4893,Va,5502,0.4893,false,3204,Swoilz AH-Z b6-11 2 g,628.3306,Icy body,82,1540.9615
Synuefai VZ-J c11-1,657.23,2,1,Synuefai VZ-J c11-1 A 9,158,Class II gas giant,1130.6696,false,true,2,0.0022,1131.044733,1131.0419958684342,Synuefai VZ-J c11-1 B,M (Red dwarf) Star,3,192875.6719,0.6053,Va,560,0.6053,false,3388,Synuefai VZ-J c11-1 A 9 h,1120.9084,Rocky body,133,913.0557
Synuefe FC-C c29-0,458.74,1,1,Synuefe FC-C c29-0 8,158,Class II gas giant,1104.8601,false,true,1,0.0022,1105.0465725000001,1105.043898284059,Synuefe FC-C c29-0,M (Red dwarf) Star,3,0,0.6199,Va,558,0.6199,false,3342,Synuefe FC-C c29-0 8 g a,1110.8478,Icy body,75,546.925
Praea Euq WN-T b6-0,712.81,1,1,Praea Euq WN-T b6-0 2,158,Class II gas giant,386.6292,false,true,1,0.0006,386.3795715,386.3795019516709,Praea Euq WN-T b6-0,M (Red dwarf) Star,5,0,0.5091,Va,12734,0.5091,false,3092,Praea Euq WN-T b6-0 2 g,395.0916,Icy body,101,1274.405
Col 285 Sector HM-K c9-3,280.20,1,1,Col 285 Sector HM-K c9-3 2,158,Gas giant with water-based life,1065.752,false,true,1,0.0051,1069.7669190000001,1069.7530065907524,Col 285 Sector HM-K c9-3,M (Red dwarf) Star,2,0,0.6158,Va,1900,0.6158,false,3542,Col 285 Sector HM-K c9-3 2 g a,1058.2192,Icy body,79,586.4821
Blanco 1 Sector UV-R b6-0,671.98,1,1,Blanco 1 Sector UV-R b6-0 1,157,Class II gas giant,1164.3722,false,true,1,0.0044,1159.2884159999999,1159.2771940338184,Blanco 1 Sector UV-R b6-0,M (Red dwarf) Star,5,0,0.4744,Va,9378,0.4744,false,2941,Blanco 1 Sector UV-R b6-0 1 h,1156.105,Icy body,58,1304.8884
Col 285 Sector ZF-M c8-13,180.82,4,3,Col 285 Sector ZF-M c8-13 AB 1,157,Class II gas giant,991.7678,true,false,0,0.0002,975.1056705,975.1056509978864,Col 285 Sector ZF-M c8-13 B,M (Red dwarf) Star,9,220.5171,0.4292,Va,11228,0.5895,false,2361,Col 285 Sector ZF-M c8-13 AB 1 g,1001.8138,Icy body,91,1363.9053
Scorpii Sector GW-W c1-5,154.08,4,1,Scorpii Sector GW-W c1-5 D 1,157,Class II gas giant,146228.9062,false,true,2,0.0003,1947.1674105,1947.1673228774644,Scorpii Sector GW-W c1-5 B,M (Red dwarf) Star,9,40.0987,0.3828,Va,5572,0.3828,false,2398,Scorpii Sector GW-W c1-5 D 1 h,146231.1719,Icy body,88,2041.4839
Chapo,117.02,3,1,Chapo AB 3,157,Class II gas giant,1465.014,true,false,2,0.0073,1443.0725595000001,1443.0341083193796,Chapo A,M (Red dwarf) Star,6,0,0.379,Va,7212,0.379,false,2649,Chapo AB 3 h,1441.1323,Icy body,46,1652.2858
