System name,Distance from Sol (ly),Counting moons of moons,System stars count,System suitable stars count,Gas Body Name,Gas Body Surface Temperature (K),Gas Sub Type,Gas distance from arrival (ls),Gas has multiple stars ?,Gas star as orbit center ?,Gas orbit centers count,Gas orbital eccentricity,Gas semi major axis (ls),Gas semi minor axis (ls),Ref Star Name,Ref Star Sub Type,Ref Star Temp Class,Ref Star Distance from arrival (ls),Ref Star Radius,Ref Star Luminosity,Ref Star Age,Ref Star Temperature,Biggest Suitable Star Radius,8th Moon Name,8th Moon Distance from arrival (ls),8th Moon Sub Type,8th Moon Surface Temperature (K),8th Moon Radius,Star Types,Is populated,Has M or TT Star ?,Coldest M or TT Star temp.,Coldest M or TT Star lum.,Has Toroid Station
Alrai Sector JR-V b2-4,85.79,true,2,2,Alrai Sector JR-V b2-4 B,1392,L (Brown dwarf) Star,70449,false,false,1,0.3619,57813.771190499996,53894.97583886536,Alrai Sector JR-V b2-4 B,L (Brown dwarf) Star,9,70449,0.2628,V,2082,1392,0.4309,Alrai Sector JR-V b2-4 B 6,72910,Icy body,20,5065.7944,-M (Red dwarf) Star-L (Brown dwarf) Star-,0,true,2583,Va,false
Piscium Sector EX-J a9-0,52.26,true,1,1,Piscium Sector EX-J a9-0,1389,L (Brown dwarf) Star,0,false,false,0,,0,0,Piscium Sector EX-J a9-0,L (Brown dwarf) Star,9,0,0.2166,V,414,1389,0.2166,Piscium Sector EX-J a9-0 5 a,2074,Icy body,20,1964.913,-L (Brown dwarf) Star-,0,false,,,false
Dao Jungu,75.84,true,2,2,Dao Jungu B,1387,L (Brown dwarf) Star,187276,false,false,1,0.2367,115580.63591099999,112296.15624299647,Dao Jungu B,L (Brown dwarf) Star,9,187276,0.2349,V,676,1387,0.493,Dao Jungu B 6,190057,Icy body,20,7075.4565,-M (Red dwarf) Star-L (Brown dwarf) Star-,1,true,2867,Va,false
LHS 337,23.44,true,2,2,LHS 337 B,1386,L (Brown dwarf) Star,363030,false,false,1,0.1994,226359.1970055,221813.4924142743,LHS 337 B,L (Brown dwarf) Star,9,363030,0.2823,V,9320,1386,0.4798,LHS 337 B 6,362924,Icy body,48,7506.7261,-L (Brown dwarf) Star-M (Red dwarf) Star-,0,true,2711,V,false
Trianguli Sector TZ-O a6-2,86.73,true,1,1,Trianguli Sector TZ-O a6-2,1386,L (Brown dwarf) Star,0,false,false,0,,0,0,Trianguli Sector TZ-O a6-2,L (Brown dwarf) Star,9,0,0.2487,V,1756,1386,0.2487,Trianguli Sector TZ-O a6-2 6 a,3406,Icy body,20,3370.676,-L (Brown dwarf) Star-,0,false,,,false
Alrai Sector QC-V a2-5,51.70,true,1,1,Alrai Sector QC-V a2-5,1381,L (Brown dwarf) Star,0,false,false,0,,0,0,Alrai Sector QC-V a2-5,L (Brown dwarf) Star,9,0,0.2586,V,4748,1381,0.2586,Alrai Sector QC-V a2-5 7,2426,Icy body,20,4903.9722,-L (Brown dwarf) Star-,0,false,,,false
LP 575-38,72.48,true,3,3,LP 575-38 C,1381,L (Brown dwarf) Star,13052,false,false,1,0.1039,12461.801566499998,12394.355165622539,LP 575-38 C,L (Brown dwarf) Star,9,13052,0.2068,V,6260,1381,0.5375,LP 575-38 C 5 a,12175,Icy body,34,793.4959,-M (Red dwarf) Star-L (Brown dwarf) Star-L (Brown dwarf) Star-,1,true,3130,V,false
LHS 1064,64.19,true,2,2,LHS 1064 B,1379,L (Brown dwarf) Star,98395,false,false,1,0.0685,68907.2511465,68745.3960324903,LHS 1064 B,L (Brown dwarf) Star,9,98395,0.2343,V,12136,1379,0.3603,LHS 1064 B 5,97357,Icy body,20,3687.1123,-L (Brown dwarf) Star-M (Red dwarf) Star-,0,true,2140,V,false
Hyades Sector AC-K b9-6,94.88,true,3,3,Hyades Sector AC-K b9-6 C,1375,L (Brown dwarf) Star,113280,false,false,1,0.5699,200364.0305355,164641.94022880704,Hyades Sector AC-K b9-6 C,L (Brown dwarf) Star,9,113280,0.2518,V,2198,1375,0.3815,Hyades Sector AC-K b9-6 C 6 a,111745,Icy body,20,2146.8945,-L (Brown dwarf) Star-M (Red dwarf) Star-L (Brown dwarf) Star-,0,true,2296,Va,false
Tascheter Sector LN-T a3-3,88.20,true,1,1,Tascheter Sector LN-T a3-3,1375,L (Brown dwarf) Star,0,false,false,0,,0,0,Tascheter Sector LN-T a3-3,L (Brown dwarf) Star,9,0,0.2113,V,5266,1375,0.2113,Tascheter Sector LN-T a3-3 6 a,2739,Icy body,20,3019.6279,-L (Brown dwarf) Star-,0,false,,,false
Core Sys Sector FH-M a7-1,47.55,true,2,2,Core Sys Sector FH-M a7-1 B,1375,L (Brown dwarf) Star,139190,false,false,1,0.0858,85431.25281600001,85116.2148820321,Core Sys Sector FH-M a7-1 B,L (Brown dwarf) Star,9,139190,0.2351,V,3884,1375,0.3192,Core Sys Sector FH-M a7-1 B 5,140065,Icy body,20,4177.0015,-L (Brown dwarf) Star-L (Brown dwarf) Star-,0,false,,,false
Crucis Sector HC-M a7-3,88.57,true,1,1,Crucis Sector HC-M a7-3,1375,L (Brown dwarf) Star,0,false,false,0,,0,0,Crucis Sector HC-M a7-3,L (Brown dwarf) Star,9,0,0.2369,V,2682,1375,0.2369,Crucis Sector HC-M a7-3 6,3535,Icy body,20,11299.6689,-L (Brown dwarf) Star-,0,false,,,false
Bhalenses,91.54,true,1,1,Bhalenses,1374,L (Brown dwarf) Star,0,false,false,0,,0,0,Bhalenses,L (Brown dwarf) Star,9,0,0.214,V,6154,1374,0.214,Bhalenses 4,759,Icy body,20,1417.1055,-L (Brown dwarf) Star-,1,false,,,false
Piscium Sector LY-H a10-1,54.61,true,1,1,Piscium Sector LY-H a10-1,1374,L (Brown dwarf) Star,0,false,false,0,,0,0,Piscium Sector LY-H a10-1,L (Brown dwarf) Star,9,0,0.2792,V,11640,1374,0.2792,Piscium Sector LY-H a10-1 6,1878,Icy body,20,3581.9653,-L (Brown dwarf) Star-,0,false,,,false
Tascheter Sector GG-X a1-1,99.88,true,1,1,Tascheter Sector GG-X a1-1,1373,L (Brown dwarf) Star,0,false,false,0,,0,0,Tascheter Sector GG-X a1-1,L (Brown dwarf) Star,9,0,0.2521,V,814,1373,0.2521,Tascheter Sector GG-X a1-1 5 a,1189,Icy body,20,3268.6965,-L (Brown dwarf) Star-,0,false,,,false
Crucis Sector BQ-P a5-1,86.56,true,1,1,Crucis Sector BQ-P a5-1,1371,L (Brown dwarf) Star,0,false,false,0,,0,0,Crucis Sector BQ-P a5-1,L (Brown dwarf) Star,9,0,0.2241,V,12840,1371,0.2241,Crucis Sector BQ-P a5-1 4 c,929,Icy body,20,690.7541,-L (Brown dwarf) Star-,0,false,,,false
Piscium Sector WF-N a7-3,75.93,true,1,1,Piscium Sector WF-N a7-3,1370,L (Brown dwarf) Star,0,false,false,0,,0,0,Piscium Sector WF-N a7-3,L (Brown dwarf) Star,9,0,0.2186,V,2024,1370,0.2186,Piscium Sector WF-N a7-3 7,2739,Icy body,20,9599.374,-L (Brown dwarf) Star-,0,false,,,false
Col 285 Sector MP-G a40-2,94.56,true,1,1,Col 285 Sector MP-G a40-2,1370,L (Brown dwarf) Star,0,false,false,0,,0,0,Col 285 Sector MP-G a40-2,L (Brown dwarf) Star,9,0,0.2338,V,10804,1370,0.2338,Col 285 Sector MP-G a40-2 7,884,Icy body,20,2663.2383,-L (Brown dwarf) Star-,0,false,,,false
Crucis Sector LI-K a8-4,90.08,true,1,1,Crucis Sector LI-K a8-4,1370,L (Brown dwarf) Star,0,false,false,0,,0,0,Crucis Sector LI-K a8-4,L (Brown dwarf) Star,9,0,0.1998,V,3218,1370,0.1998,Crucis Sector LI-K a8-4 6,2162,Icy body,20,8955.4102,-L (Brown dwarf) Star-,0,false,,,false
Puppis Sector LS-T b3-4,78.60,true,2,2,Puppis Sector LS-T b3-4 B,1369,L (Brown dwarf) Star,163029,false,false,1,0.3699,125135.982855,116260.28458107049,Puppis Sector LS-T b3-4 B,L (Brown dwarf) Star,9,163029,0.2733,V,2386,1369,0.5382,Puppis Sector LS-T b3-4 B 5,165591,Icy body,20,3973.241,-M (Red dwarf) Star-L (Brown dwarf) Star-,0,true,2931,Va,false
Djuhti,96.16,true,2,2,Djuhti B,1365,L (Brown dwarf) Star,84437,false,false,1,0.3384,47083.067869499995,44305.27794307372,Djuhti B,L (Brown dwarf) Star,9,84437,0.2486,V,10712,1365,0.4852,Djuhti B 6,84294,Icy body,20,5341.6802,-M (Red dwarf) Star-L (Brown dwarf) Star-,1,true,2957,Va,false
Alrai Sector UO-R a4-0,91.14,true,1,1,Alrai Sector UO-R a4-0,1362,L (Brown dwarf) Star,0,false,false,0,,0,0,Alrai Sector UO-R a4-0,L (Brown dwarf) Star,9,0,0.2589,V,11342,1362,0.2589,Alrai Sector UO-R a4-0 7,2833,Icy body,20,2837.4404,-L (Brown dwarf) Star-,0,false,,,false
Alrai Sector UO-R a4-1,87.69,true,1,1,Alrai Sector UO-R a4-1,1362,L (Brown dwarf) Star,0,false,false,0,,0,0,Alrai Sector UO-R a4-1,L (Brown dwarf) Star,9,0,0.2472,V,11978,1362,0.2472,Alrai Sector UO-R a4-1 6,3482,Icy body,20,1928.411,-L (Brown dwarf) Star-,0,false,,,false
Col 285 Sector GS-U a32-1,55.25,true,1,1,Col 285 Sector GS-U a32-1,1362,L (Brown dwarf) Star,0,false,false,0,,0,0,Col 285 Sector GS-U a32-1,L (Brown dwarf) Star,9,0,0.265,V,2114,1362,0.265,Col 285 Sector GS-U a32-1 7,3385,Class I gas giant,136,71912.1484,-L (Brown dwarf) Star-,0,false,,,false
LTT 7434,79.54,true,3,3,LTT 7434 C,1358,L (Brown dwarf) Star,10106,false,false,1,0.0462,8029.3397534999995,8020.766104099345,LTT 7434 C,L (Brown dwarf) Star,9,10106,0.2368,V,9302,1358,0.4971,LTT 7434 C 6,10294,Icy body,82,6591.8457,-M (Red dwarf) Star-L (Brown dwarf) Star-L (Brown dwarf) Star-,0,true,2802,V,false
Col 285 Sector OE-R a34-1,59.44,true,1,1,Col 285 Sector OE-R a34-1,1358,L (Brown dwarf) Star,0,false,false,0,,0,0,Col 285 Sector OE-R a34-1,L (Brown dwarf) Star,9,0,0.2497,V,10750,1358,0.2497,Col 285 Sector OE-R a34-1 5,2987,Icy body,20,8734.7148,-L (Brown dwarf) Star-,0,false,,,false
Lauksa,71.79,true,1,1,Lauksa,1358,L (Brown dwarf) Star,0,false,false,0,,0,0,Lauksa,L (Brown dwarf) Star,9,0,0.2264,V,766,1358,0.2264,Lauksa 5 a,378,Icy body,28,4896.4531,-L (Brown dwarf) Star-,1,false,,,false
Belagro,93.62,true,1,1,Belagro,1357,L (Brown dwarf) Star,0,false,false,0,,0,0,Belagro,L (Brown dwarf) Star,9,0,0.267,V,1310,1357,0.267,Belagro 10 e,1299,Icy body,20,527.3301,-L (Brown dwarf) Star-,1,false,,,false
Liu Links,92.24,true,3,3,Liu Links C,1355,L (Brown dwarf) Star,94999,false,false,1,0.2635,64272.74220899999,62001.30466890053,Liu Links C,L (Brown dwarf) Star,9,94999,0.2607,V,11894,1355,0.4179,Liu Links C 7,94782,Icy body,29,5841.644,-M (Red dwarf) Star-T (Brown dwarf) Star-L (Brown dwarf) Star-,1,true,2374,Va,false
Sahualasta,93.96,true,4,4,Sahualasta D,1352,L (Brown dwarf) Star,71750,false,false,1,0.1683,51368.2234065,50635.49790411834,Sahualasta D,L (Brown dwarf) Star,9,71750,0.202,V,296,1352,0.4378,Sahualasta D 5 a,71782,Icy body,21,3445.7439,-M (Red dwarf) Star-L (Brown dwarf) Star-T (Brown dwarf) Star-L (Brown dwarf) Star-,1,true,2666,Va,false
LFT 1073,55.19,true,2,2,LFT 1073 B,1352,L (Brown dwarf) Star,51327,false,false,1,0.0564,44377.712262,44307.07417922941,LFT 1073 B,L (Brown dwarf) Star,9,51327,0.2007,V,5528,1352,0.5541,LFT 1073 B 6 a,50439,Icy body,23,632.0198,-M (Red dwarf) Star-L (Brown dwarf) Star-,1,true,3252,V,false
Piscium Sector DB-W a2-0,92.77,true,1,1,Piscium Sector DB-W a2-0,1351,L (Brown dwarf) Star,0,false,false,0,,0,0,Piscium Sector DB-W a2-0,L (Brown dwarf) Star,9,0,0.2039,V,268,1351,0.2039,Piscium Sector DB-W a2-0 6,2153,Icy body,20,6066.0015,-L (Brown dwarf) Star-,0,false,,,false
Maghirvii,81.42,true,2,2,Maghirvii B,1351,L (Brown dwarf) Star,5628,false,false,1,0.1031,4352.122008,4328.9295317903725,Maghirvii B,L (Brown dwarf) Star,9,5628,0.2309,V,5560,1351,0.4401,Maghirvii B 6,5658,Icy body,44,7024.3945,-M (Red dwarf) Star-L (Brown dwarf) Star-,1,true,2648,Va,false
Tascheter Sector GX-K a8-2,39.98,true,1,1,Tascheter Sector GX-K a8-2,1351,L (Brown dwarf) Star,0,false,false,0,,0,0,Tascheter Sector GX-K a8-2,L (Brown dwarf) Star,9,0,0.2023,V,10962,1351,0.2023,Tascheter Sector GX-K a8-2 5,383,Icy body,26,6105.0298,-L (Brown dwarf) Star-,0,false,,,false
Yingo,96.35,true,1,1,Yingo,1350,L (Brown dwarf) Star,0,false,false,0,,0,0,Yingo,L (Brown dwarf) Star,9,0,0.2303,V,5042,1350,0.2303,Yingo 5 a,1003,Icy body,20,477.4172,-L (Brown dwarf) Star-,1,false,,,false
Piscium Sector XU-P b5-3,86.15,true,2,2,Piscium Sector XU-P b5-3 B,1346,L (Brown dwarf) Star,39991,false,false,1,0.0158,30370.542111,30366.751023317152,Piscium Sector XU-P b5-3 B,L (Brown dwarf) Star,9,39991,0.2375,V,7510,1346,0.5249,Piscium Sector XU-P b5-3 B 5,38809,Icy body,24,5869.2715,-M (Red dwarf) Star-L (Brown dwarf) Star-,0,true,2536,Va,false
L 484-31,54.69,true,3,3,L 484-31 C,1343,L (Brown dwarf) Star,16827,false,false,1,0.185,14761.2166065,14506.416171096207,L 484-31 C,L (Brown dwarf) Star,9,16827,0.2726,V,10102,1343,0.4338,L 484-31 C 6,15944,Icy body,29,3116.1133,-M (Red dwarf) Star-L (Brown dwarf) Star-L (Brown dwarf) Star-,0,true,2507,V,false
Ceti Sector FW-V b2-5,80.89,true,3,3,Ceti Sector FW-V b2-5 C,1341,L (Brown dwarf) Star,63351,false,false,1,0.1383,50441.27171849999,49956.55039747627,Ceti Sector FW-V b2-5 C,L (Brown dwarf) Star,9,63351,0.2345,V,12242,1341,0.5319,Ceti Sector FW-V b2-5 C 6,66272,Icy body,20,7258.3809,-L (Brown dwarf) Star-M (Red dwarf) Star-L (Brown dwarf) Star-,0,true,2996,Va,false
Tellus,69.38,true,3,3,Tellus C,1341,L (Brown dwarf) Star,38390,false,false,1,0.5385,21215.7464805,17876.92919686836,Tellus C,L (Brown dwarf) Star,9,38390,0.233,V,3992,1341,0.5724,Tellus C 7,38642,Icy body,48,5936.4429,-L (Brown dwarf) Star-M (Red dwarf) Star-L (Brown dwarf) Star-,1,true,3252,V,false
Col 285 Sector HJ-I a39-0,83.87,true,1,1,Col 285 Sector HJ-I a39-0,1340,L (Brown dwarf) Star,0,false,false,0,,0,0,Col 285 Sector HJ-I a39-0,L (Brown dwarf) Star,9,0,0.2171,V,3764,1340,0.2171,Col 285 Sector HJ-I a39-0 5,2012,Icy body,20,8094.0835,-L (Brown dwarf) Star-,0,false,,,false
Core Sys Sector VD-T a3-0,49.78,true,1,1,Core Sys Sector VD-T a3-0,1338,L (Brown dwarf) Star,0,false,false,0,,0,0,Core Sys Sector VD-T a3-0,L (Brown dwarf) Star,9,0,0.2205,V,248,1338,0.2205,Core Sys Sector VD-T a3-0 5,512,Icy body,23,2955.7246,-L (Brown dwarf) Star-,0,false,,,false
Bielonti,84.68,true,2,2,Bielonti B,1338,L (Brown dwarf) Star,69606,false,false,1,0.6301,34149.2574735,26517.376469489926,Bielonti B,L (Brown dwarf) Star,9,69606,0.2557,V,326,1338,0.6086,Bielonti B 7,68809,Icy body,28,1775.0551,-L (Brown dwarf) Star-M (Red dwarf) Star-,1,true,2976,Va,false
Itza,75.24,true,3,3,Itza C,1336,L (Brown dwarf) Star,399593,false,false,1,0.2425,398099.4524325,386216.74338954774,Itza C,L (Brown dwarf) Star,9,399593,0.2334,V,504,1336,0.4421,Itza C 10 e,399455,Icy body,20,556.7873,-M (Red dwarf) Star-L (Brown dwarf) Star-L (Brown dwarf) Star-,1,true,2899,Va,false
Alrai Sector DL-Y d85,75.10,true,1,1,Alrai Sector DL-Y d85,1336,L (Brown dwarf) Star,0,false,false,0,,0,0,Alrai Sector DL-Y d85,L (Brown dwarf) Star,9,0,0.2563,V,1016,1336,0.2563,Alrai Sector DL-Y d85 5,1750,Icy body,20,5572.5898,-L (Brown dwarf) Star-,0,false,,,false
Barkan,98.35,true,3,3,Barkan C,1335,L (Brown dwarf) Star,3565,false,false,1,0.1219,2579.456646,2560.220056594694,Barkan C,L (Brown dwarf) Star,9,3565,0.256,V,5412,1335,0.449,Barkan C 6,3650,Icy body,79,3306.9993,-L (Brown dwarf) Star-M (Red dwarf) Star-L (Brown dwarf) Star-,1,true,2431,Va,false
Alrai Sector BP-R a4-2,60.79,true,1,1,Alrai Sector BP-R a4-2,1334,L (Brown dwarf) Star,0,false,false,0,,0,0,Alrai Sector BP-R a4-2,L (Brown dwarf) Star,9,0,0.2441,V,5222,1334,0.2441,Alrai Sector BP-R a4-2 6 a,868,Icy body,20,1717.7896,-L (Brown dwarf) Star-,0,false,,,false
Ngaruayanka,49.48,true,1,1,Ngaruayanka,1334,L (Brown dwarf) Star,0,false,false,0,,0,0,Ngaruayanka,L (Brown dwarf) Star,9,0,0.2488,V,2816,1334,0.2488,Ngaruayanka 3 d,1200,Icy body,20,645.2266,-L (Brown dwarf) Star-,1,false,,,false
Trianguli Sector VU-O a6-1,94.27,true,1,1,Trianguli Sector VU-O a6-1,1332,L (Brown dwarf) Star,0,false,false,0,,0,0,Trianguli Sector VU-O a6-1,L (Brown dwarf) Star,9,0,0.2511,V,376,1332,0.2511,Trianguli Sector VU-O a6-1 7,2679,Icy body,20,3386.4651,-L (Brown dwarf) Star-,0,false,,,false
Piscium Sector HD-I a10-0,66.58,true,1,1,Piscium Sector HD-I a10-0,1332,L (Brown dwarf) Star,0,false,false,0,,0,0,Piscium Sector HD-I a10-0,L (Brown dwarf) Star,9,0,0.2439,V,8340,1332,0.2439,Piscium Sector HD-I a10-0 5 a,1329,Icy body,20,2388.3694,-L (Brown dwarf) Star-,0,false,,,false
Crucis Sector HH-M a7-0,91.37,true,1,1,Crucis Sector HH-M a7-0,1332,L (Brown dwarf) Star,0,false,false,0,,0,0,Crucis Sector HH-M a7-0,L (Brown dwarf) Star,9,0,0.243,V,4936,1332,0.243,Crucis Sector HH-M a7-0 5 a,1788,Icy body,20,1206.4424,-L (Brown dwarf) Star-,0,false,,,false
Ross 248,10.37,true,2,2,Ross 248 B,1332,L (Brown dwarf) Star,93962,false,false,1,0.1542,54043.838316,53397.455368649884,Ross 248 B,L (Brown dwarf) Star,9,93962,0.2434,V,11548,1332,0.2434,Ross 248 B 6,93696,Icy body,20,5510.3726,-M (Red dwarf) Star-L (Brown dwarf) Star-,0,true,1626,V,false
Piscium Sector PI-T b3-3,80.29,true,2,2,Piscium Sector PI-T b3-3 B,1331,L (Brown dwarf) Star,285662,false,false,1,0.1062,188600.33696400002,187533.76231961307,Piscium Sector PI-T b3-3 B,L (Brown dwarf) Star,9,285662,0.2569,V,278,1331,0.3753,Piscium Sector PI-T b3-3 B 6 a,284476,Icy body,20,2159.0667,-M (Red dwarf) Star-L (Brown dwarf) Star-,0,true,2306,Va,false
NN 3709,44.05,true,2,2,NN 3709 B,1331,L (Brown dwarf) Star,179273,false,false,1,0.2681,150672.56373000002,145156.60522575479,NN 3709 B,L (Brown dwarf) Star,9,179273,0.2364,V,11182,1331,0.3962,NN 3709 B 5,179205,Icy body,42,5948.1118,-M (Red dwarf) Star-L (Brown dwarf) Star-,0,true,2312,V,false
Crucis Sector ZU-P a5-0,84.30,true,1,1,Crucis Sector ZU-P a5-0,1325,L (Brown dwarf) Star,0,false,false,0,,0,0,Crucis Sector ZU-P a5-0,L (Brown dwarf) Star,9,0,0.2149,V,8382,1325,0.2149,Crucis Sector ZU-P a5-0 6,3028,Icy body,20,3898.1145,-L (Brown dwarf) Star-,0,false,,,false
Piscium Sector LY-H a10-0,56.51,true,1,1,Piscium Sector LY-H a10-0,1325,L (Brown dwarf) Star,0,false,false,0,,0,0,Piscium Sector LY-H a10-0,L (Brown dwarf) Star,9,0,0.2094,V,10980,1325,0.2094,Piscium Sector LY-H a10-0 7,2594,Icy body,20,6616.542,-L (Brown dwarf) Star-,0,false,,,false
Col 285 Sector CE-R a34-2,93.24,true,1,1,Col 285 Sector CE-R a34-2,1323,L (Brown dwarf) Star,0,false,false,0,,0,0,Col 285 Sector CE-R a34-2,L (Brown dwarf) Star,9,0,0.2114,V,890,1323,0.2114,Col 285 Sector CE-R a34-2 5,2952,Icy body,20,3843.0837,-L (Brown dwarf) Star-,0,false,,,false
Trianguli Sector WF-N a7-0,77.96,true,1,1,Trianguli Sector WF-N a7-0,1323,L (Brown dwarf) Star,0,false,false,0,,0,0,Trianguli Sector WF-N a7-0,L (Brown dwarf) Star,9,0,0.1956,V,10980,1323,0.1956,Trianguli Sector WF-N a7-0 7,642,Icy body,20,11031.5449,-L (Brown dwarf) Star-,0,false,,,false
Palis,82.60,true,1,1,Palis,1323,L (Brown dwarf) Star,0,false,false,0,,0,0,Palis,L (Brown dwarf) Star,9,0,0.2196,V,13016,1323,0.2196,Palis 5 a,656,Icy body,21,609.2234,-L (Brown dwarf) Star-,1,false,,,true
Alrai Sector BV-P a5-1,74.21,true,1,1,Alrai Sector BV-P a5-1,1322,L (Brown dwarf) Star,0,false,false,0,,0,0,Alrai Sector BV-P a5-1,L (Brown dwarf) Star,9,0,0.2011,V,11766,1322,0.2011,Alrai Sector BV-P a5-1 6 a,2231,Icy body,20,1356.1906,-L (Brown dwarf) Star-,0,false,,,false
Coelatuvean,80.86,true,2,2,Coelatuvean B,1321,L (Brown dwarf) Star,56791,false,false,1,0.2627,33518.7147555,32341.45578072108,Coelatuvean B,L (Brown dwarf) Star,9,56791,0.2374,V,9826,1321,0.4347,Coelatuvean B 7,56656,Icy body,49,8228.8945,-M (Red dwarf) Star-L (Brown dwarf) Star-,1,true,2613,Va,false
Quikindji,96.99,true,3,3,Quikindji C,1320,L (Brown dwarf) Star,57989,false,false,1,0.2564,33631.839189,32507.552467981353,Quikindji C,L (Brown dwarf) Star,9,57989,0.224,V,440,1320,0.3368,Quikindji C 5,54467,Icy body,20,9726.5596,-L (Brown dwarf) Star-T (Brown dwarf) Star-L (Brown dwarf) Star-,1,false,,,false
Trianguli Sector VF-N a7-2,67.02,true,1,1,Trianguli Sector VF-N a7-2,1318,L (Brown dwarf) Star,0,false,false,0,,0,0,Trianguli Sector VF-N a7-2,L (Brown dwarf) Star,9,0,0.2114,V,9730,1318,0.2114,Trianguli Sector VF-N a7-2 6 a,1108,Icy body,20,1237.3126,-L (Brown dwarf) Star-,0,false,,,false
Alrai Sector JB-O a6-3,73.25,true,2,2,Alrai Sector JB-O a6-3 B,1316,L (Brown dwarf) Star,60226,false,false,1,0.1267,44136.5431455,43780.85035994223,Alrai Sector JB-O a6-3 B,L (Brown dwarf) Star,9,60226,0.2274,V,1230,1316,0.3263,Alrai Sector JB-O a6-3 B 7,62575,Icy body,20,7844.1519,-L (Brown dwarf) Star-L (Brown dwarf) Star-,0,false,,,false
Alrai Sector EB-O a6-1,86.27,true,2,2,Alrai Sector EB-O a6-1 B,1316,L (Brown dwarf) Star,234839,false,false,1,0.2563,190187.372466,183834.5977322008,Alrai Sector EB-O a6-1 B,L (Brown dwarf) Star,9,234839,0.2305,V,424,1316,0.3686,Alrai Sector EB-O a6-1 B 6,236763,Icy body,20,6758.3833,-L (Brown dwarf) Star-L (Brown dwarf) Star-,0,false,,,false
Tascheter Sector RE-Q a5-1,69.92,true,1,1,Tascheter Sector RE-Q a5-1,1315,L (Brown dwarf) Star,0,false,false,0,,0,0,Tascheter Sector RE-Q a5-1,L (Brown dwarf) Star,9,0,0.2562,V,2322,1315,0.2562,Tascheter Sector RE-Q a5-1 7,3952,Icy body,20,5334.874,-L (Brown dwarf) Star-,0,false,,,false
Col 285 Sector IS-U a32-1,77.91,true,2,2,Col 285 Sector IS-U a32-1 B,1315,L (Brown dwarf) Star,83828,false,false,1,0.202,43480.0521675,42583.73357304458,Col 285 Sector IS-U a32-1 B,L (Brown dwarf) Star,9,83828,0.2235,V,10116,1315,0.3029,Col 285 Sector IS-U a32-1 B 6 a,81700,Icy body,20,1882.712,-L (Brown dwarf) Star-L (Brown dwarf) Star-,0,false,,,false
Alrai Sector AP-R a4-2,59.20,true,2,2,Alrai Sector AP-R a4-2 B,1314,L (Brown dwarf) Star,29835,false,false,1,0.0163,18396.0688275,18393.624839390024,Alrai Sector AP-R a4-2 B,L (Brown dwarf) Star,9,29835,0.2599,V,12820,1314,0.3001,Alrai Sector AP-R a4-2 B 5 a,30929,Icy body,20,1878.371,-L (Brown dwarf) Star-L (Brown dwarf) Star-,0,false,,,false
Sikians,46.24,true,2,2,Sikians B,1313,L (Brown dwarf) Star,3441,false,false,1,0.307,2989.0898505,2844.74525043221,Sikians B,L (Brown dwarf) Star,9,3441,0.2207,V,482,1313,0.3527,Sikians B 5,3673,Icy body,46,2539.4995,-L (Brown dwarf) Star-L (Brown dwarf) Star-,1,false,,,false
Jastreb Sector IH-M a7-0,35.77,true,1,1,Jastreb Sector IH-M a7-0,1309,L (Brown dwarf) Star,0,false,false,0,,0,0,Jastreb Sector IH-M a7-0,L (Brown dwarf) Star,9,0,0.2416,V,364,1309,0.2416,Jastreb Sector IH-M a7-0 6 a,3393,Icy body,20,3651.592,-L (Brown dwarf) Star-,0,false,,,false
Hyades Sector HH-V d2-128,87.11,true,1,1,Hyades Sector HH-V d2-128,1308,L (Brown dwarf) Star,0,false,false,0,,0,0,Hyades Sector HH-V d2-128,L (Brown dwarf) Star,9,0,0.2552,V,386,1308,0.2552,Hyades Sector HH-V d2-128 6,3193,Icy body,20,8498.7061,-L (Brown dwarf) Star-,0,false,,,false
Col 285 Sector TC-K a38-0,95.46,true,1,1,Col 285 Sector TC-K a38-0,1308,L (Brown dwarf) Star,0,false,false,0,,0,0,Col 285 Sector TC-K a38-0,L (Brown dwarf) Star,9,0,0.2222,V,12904,1308,0.2222,Col 285 Sector TC-K a38-0 7,1266,Icy body,20,1242.4098,-L (Brown dwarf) Star-,0,false,,,false
LP 378-541,20.88,true,2,2,LP 378-541 B,1307,L (Brown dwarf) Star,90791,false,false,1,0.0142,67037.7788145,67031.01972489704,LP 378-541 B,L (Brown dwarf) Star,9,90791,0.1936,V,11684,1307,0.4066,LP 378-541 B 6,90528,Icy body,29,3214.2534,-M (Red dwarf) Star-L (Brown dwarf) Star-,0,true,2295,V,false
Core Sys Sector WU-P a5-2,41.31,true,1,1,Core Sys Sector WU-P a5-2,1306,L (Brown dwarf) Star,0,false,false,0,,0,0,Core Sys Sector WU-P a5-2,L (Brown dwarf) Star,9,0,0.2001,V,10108,1306,0.2001,Core Sys Sector WU-P a5-2 7,1245,Icy body,20,3195.2976,-L (Brown dwarf) Star-,0,false,,,false
Tjurinas,50.53,true,1,1,Tjurinas,1306,L (Brown dwarf) Star,0,false,false,0,,0,0,Tjurinas,L (Brown dwarf) Star,9,0,0.2567,V,2658,1306,0.2567,Tjurinas 11,1658,Icy body,20,12492.416,-L (Brown dwarf) Star-,1,false,,,false
